date,pcod_from,pcod_to,travellers,abnormality,travellers_diffwithref,travellers_pctchangewithref
2020-02-07,HT0361-03,HT0112-01,90,-0.84,-1,-0.9
2020-02-07,HT0361-03,HT0113-10,70,-0.9,-0.91,-1.17
2020-02-07,HT0361-03,HT0114-05,60,0.67,0.67,0.99
2020-02-07,HT0361-03,HT0117-01,60,0.22,0.21,0.27
2020-02-07,HT0361-03,HT0361-05,140,0.34,0.58,0.26
2020-02-07,HT0361-04,HT0111-01,180,1.46,2.8,1.44
2020-02-07,HT0361-04,HT0111-03,90,1.85,2.17,2.26
2020-02-07,HT0361-04,HT0112-01,120,1.75,2.59,1.9
2020-02-07,HT0361-04,HT0113-10,90,2.02,2.05,2.17
2020-02-07,HT0361-04,HT0113-11,60,-0.22,-0.25,-0.36
2020-02-07,HT0361-04,HT0114-05,80,1.52,2,2.26
2020-02-07,HT0361-04,HT0117-01,80,2.25,2.12,2.53
2020-02-07,HT0361-04,HT0131-02,60,1.35,1.53,2.35
2020-02-07,HT0361-04,HT0311-02,80,2.02,1.79,1.49
2020-02-07,HT0361-04,HT0361-05,110,1.21,1.73,1.04
2020-02-07,HT0361-05,HT0111-01,590,0.51,3.24,0.54
2020-02-07,HT0361-05,HT0111-02,70,-0.34,-0.32,-0.36
2020-02-07,HT0361-05,HT0111-03,290,0.8,2.56,0.81
2020-02-07,HT0361-05,HT0112-01,410,0.63,2.79,0.63
2020-02-07,HT0361-05,HT0113-09,90,0.9,1.01,0.99
2020-02-07,HT0361-05,HT0113-10,290,0.54,1.82,0.54
2020-02-07,HT0361-05,HT0113-11,220,0.67,1.76,0.72
2020-02-07,HT0361-05,HT0114-03,140,0.94,1.51,0.99
2020-02-07,HT0361-05,HT0114-05,260,0.45,1.33,0.45
2020-02-07,HT0361-05,HT0117-01,250,0.75,2.12,0.72
2020-02-07,HT0361-05,HT0118-03,130,0.27,0.43,0.27
2020-02-07,HT0361-05,HT0118-04,80,0.9,1.27,1.44
2020-02-07,HT0361-05,HT0121-01,90,0.22,0.26,0.13
2020-02-07,HT0361-05,HT0122-11,120,0.87,1.25,0.43
2020-02-07,HT0361-05,HT0131-02,190,0.56,1.27,0.63
2020-02-07,HT0361-05,HT0131-03,90,-0.67,-0.61,-0.63
2020-02-07,HT0361-05,HT0141-03,100,0.79,0.92,0.43
2020-02-07,HT0361-05,HT0142-01,80,1.08,0.94,0.52
2020-02-07,HT0361-05,HT0151-02,200,0,0,0
2020-02-07,HT0361-05,HT0311-02,240,0.75,1.99,0.58
2020-02-07,HT0361-05,HT0311-03,140,0,0,0
2020-02-07,HT0361-05,HT0321-02,70,1.12,1.17,1.1
2020-02-07,HT0361-05,HT0341-04,60,-0.67,-0.67,-0.71
2020-02-07,HT0361-05,HT0352-02,190,0.11,0.23,0.06
2020-02-07,HT0361-05,HT0352-05,60,1.21,0.76,0.84
2020-02-07,HT0361-05,HT0352-06,60,-0.45,-0.53,-0.58
2020-02-07,HT0361-05,HT0361-03,90,0.45,0.51,0.39
2020-02-07,HT0361-05,HT0361-04,130,0.4,0.69,0.32
2020-02-07,HT0361-05,HT0362-02,120,0.51,0.76,0.39
2020-02-07,HT0361-05,HT0371-07,110,0.17,0.22,0.13
2020-02-07,HT0361-05,HT0511-01,180,0.47,0.99,0.18
2020-02-07,HT0361-05,HT0511-02,80,0,0,0
2020-02-07,HT0361-05,HT0531-06,70,0.94,0.81,0.4
2020-02-07,HT0361-05,HT0541-03,70,1.08,0.87,0.44
2020-02-07,HT0361-05,HT0542-03,60,0.34,0.22,0.15
2020-02-07,HT0362-02,HT0111-01,140,1.75,2.8,1.81
2020-02-07,HT0362-02,HT0111-03,70,1.35,1.18,1.53
2020-02-07,HT0362-02,HT0112-01,100,2.02,2.39,2.26
2020-02-07,HT0362-02,HT0113-10,70,0.67,0.68,0.9
2020-02-07,HT0362-02,HT0114-05,70,1.8,1.78,2.44
2020-02-07,HT0362-02,HT0117-01,60,1.8,1.7,2.44
2020-02-07,HT0362-02,HT0311-02,70,1.8,1.59,1.55
2020-02-07,HT0362-02,HT0361-05,90,1.35,1.53,1.1
2020-02-07,HT0371-01,HT0111-01,70,0.17,0.22,0.27
2020-02-07,HT0371-05,HT0111-01,60,-1.12,-1.08,-1.53
2020-02-07,HT0371-07,HT0111-01,220,-1.01,-2.59,-1.08
2020-02-07,HT0371-07,HT0111-03,110,-1.48,-2.17,-1.72
2020-02-07,HT0371-07,HT0112-01,150,-0.9,-1.6,-0.9
2020-02-07,HT0371-07,HT0113-10,110,-0.51,-0.68,-0.54
2020-02-07,HT0371-07,HT0113-11,90,-0.22,-0.25,-0.27
2020-02-07,HT0371-07,HT0114-05,100,-1.85,-2.44,-2.17
2020-02-07,HT0371-07,HT0117-01,100,-0.34,-0.42,-0.36
2020-02-07,HT0371-07,HT0131-02,70,-0.67,-0.76,-0.99
2020-02-07,HT0371-07,HT0311-02,70,-0.34,-0.4,-0.32
2020-02-07,HT0371-07,HT0361-05,90,-0.51,-0.58,-0.39
2020-02-07,HT0371-07,HT0511-01,90,-1.57,-1.54,-0.62
2020-02-07,HT0371-08,HT0111-01,170,0.1,0.22,0.09
2020-02-07,HT0371-08,HT0111-03,90,-0.51,-0.59,-0.63
2020-02-07,HT0371-08,HT0112-01,120,0.13,0.2,0.18
2020-02-07,HT0371-08,HT0113-10,90,0.22,0.23,0.27
2020-02-07,HT0371-08,HT0113-11,70,-0.45,-0.5,-0.63
2020-02-07,HT0371-08,HT0114-05,80,-0.45,-0.44,-0.54
2020-02-07,HT0371-08,HT0117-01,80,0.45,0.42,0.54
2020-02-07,HT0371-08,HT0131-02,60,-0.22,-0.25,-0.45
2020-02-07,HT0371-08,HT0311-02,60,0.22,0.2,0.26
2020-02-07,HT0371-08,HT0361-05,70,-0.45,-0.38,-0.39
2020-02-07,HT0371-08,HT0371-07,80,-0.17,-0.22,-0.19
2020-02-07,HT0371-08,HT0511-01,70,-0.54,-0.44,-0.26
2020-02-07,HT0372-01,HT0111-01,140,-0.22,-0.43,-0.27
2020-02-07,HT0372-01,HT0111-03,70,-0.51,-0.59,-0.72
2020-02-07,HT0372-01,HT0112-01,100,0.34,0.4,0.36
2020-02-07,HT0372-01,HT0113-10,80,0.17,0.23,0.27
2020-02-07,HT0372-01,HT0113-11,60,-0.67,-0.75,-1.17
2020-02-07,HT0372-01,HT0114-05,60,-0.22,-0.22,-0.27
2020-02-07,HT0372-01,HT0117-01,60,-0.22,-0.21,-0.27
2020-02-07,HT0372-01,HT0511-01,80,0.22,0.22,0.11
2020-02-07,HT0372-03,HT0111-01,170,0.58,1.29,0.72
2020-02-07,HT0372-03,HT0111-03,90,1.35,1.58,1.63
2020-02-07,HT0372-03,HT0112-01,120,0.13,0.2,0.18
2020-02-07,HT0372-03,HT0113-10,90,-0.17,-0.23,-0.27
2020-02-07,HT0372-03,HT0113-11,70,0,0,0
2020-02-07,HT0372-03,HT0114-05,80,1.35,1.33,1.53
2020-02-07,HT0372-03,HT0117-01,70,0.67,0.64,0.81
2020-02-07,HT0372-03,HT0131-02,60,1.35,1.53,2.53
2020-02-07,HT0372-03,HT0511-01,110,1.18,1.54,0.51
2020-02-07,HT0372-08,HT0111-01,190,-0.39,-0.86,-0.45
2020-02-07,HT0372-08,HT0111-03,90,-0.51,-0.59,-0.54
2020-02-07,HT0372-08,HT0112-01,130,-1.08,-1.6,-1.08
2020-02-07,HT0372-08,HT0113-10,100,0.17,0.23,0.18
2020-02-07,HT0372-08,HT0113-11,70,-0.9,-1,-1.26
2020-02-07,HT0372-08,HT0114-05,80,0.34,0.44,0.45
2020-02-07,HT0372-08,HT0117-01,80,-0.51,-0.64,-0.72
2020-02-07,HT0372-08,HT0131-02,60,-1.35,-1.53,-2.26
2020-02-07,HT0372-08,HT0311-02,60,-0.22,-0.2,-0.19
2020-02-07,HT0372-08,HT0361-05,80,0.45,0.38,0.32
2020-02-07,HT0372-08,HT0371-07,70,0.22,0.22,0.19
2020-02-07,HT0372-08,HT0511-01,80,0,0,0
2020-02-07,HT0411-01,HT0111-01,110,-1.08,-1.73,-1.35
2020-02-07,HT0411-01,HT0111-03,60,0.45,0.39,0.63
2020-02-07,HT0411-01,HT0112-01,80,-1.18,-1.4,-1.53
2020-02-07,HT0411-01,HT0114-05,60,0.22,0.22,0.36
2020-02-07,HT0412-01,HT0111-01,60,1.35,1.29,1.99
2020-02-07,HT0413-02,HT0111-01,110,0.84,1.08,0.9
2020-02-07,HT0413-02,HT0112-01,80,0,0,0
2020-02-07,HT0413-02,HT0114-05,60,-0.67,-0.67,-0.99
2020-02-07,HT0421-01,HT0111-01,360,-1.3,-5.83,-1.44
2020-02-07,HT0421-01,HT0111-03,170,-1.25,-2.56,-1.35
2020-02-07,HT0421-01,HT0112-01,260,-1.15,-3.39,-1.17
2020-02-07,HT0421-01,HT0113-10,170,-1.12,-2.28,-1.17
2020-02-07,HT0421-01,HT0113-11,120,-0.67,-1,-0.72
2020-02-07,HT0421-01,HT0114-03,90,-0.22,-0.22,-0.18
2020-02-07,HT0421-01,HT0114-05,190,-2.02,-4,-1.9
2020-02-07,HT0421-01,HT0117-01,150,-1.69,-3.18,-1.81
2020-02-07,HT0421-01,HT0118-03,80,-1.35,-1.71,-1.81
2020-02-07,HT0421-01,HT0118-04,60,0.34,0.32,0.45
2020-02-07,HT0421-01,HT0122-11,70,-1.85,-1.52,-0.95
2020-02-07,HT0421-01,HT0131-02,130,-1.35,-2.55,-1.72
2020-02-07,HT0421-01,HT0131-03,70,-2.02,-1.84,-2.44
2020-02-07,HT0421-01,HT0311-02,120,-1.62,-2.39,-1.29
2020-02-07,HT0421-01,HT0311-03,80,-0.51,-0.61,-0.45
2020-02-07,HT0421-01,HT0412-01,60,-0.22,-0.18,-0.1
2020-02-07,HT0421-01,HT0511-01,70,-1.21,-0.99,-0.55
2020-02-07,HT0422-01,HT0111-01,100,-0.51,-0.65,-0.54
2020-02-07,HT0422-01,HT0112-01,70,-0.67,-0.8,-0.99
2020-02-07,HT0423-01,HT0111-01,80,-0.17,-0.22,-0.27
2020-02-07,HT0423-01,HT0112-01,60,-0.22,-0.2,-0.27
2020-02-07,HT0431-02,HT0111-01,160,-1.91,-3.67,-1.99
2020-02-07,HT0431-02,HT0111-03,80,-1.12,-0.98,-1.08
2020-02-07,HT0431-02,HT0112-01,120,-0.94,-1.4,-0.99
2020-02-07,HT0431-02,HT0113-10,70,-1.8,-1.82,-2.17
2020-02-07,HT0431-02,HT0114-05,90,-1.69,-2.22,-2.26
2020-02-07,HT0431-02,HT0117-01,70,-1.57,-1.48,-1.9
2020-02-07,HT0431-02,HT0131-02,60,-0.67,-0.76,-1.08
2020-02-07,HT0431-02,HT0311-02,70,-2.25,-1.99,-1.94
2020-02-07,HT0431-03,HT0111-01,250,-0.47,-1.51,-0.54
2020-02-07,HT0431-03,HT0111-03,120,-0.54,-0.79,-0.63
2020-02-07,HT0431-03,HT0112-01,180,-0.1,-0.2,-0.09
2020-02-07,HT0431-03,HT0113-10,110,0.34,0.46,0.36
2020-02-07,HT0431-03,HT0113-11,80,-0.22,-0.25,-0.27
2020-02-07,HT0431-03,HT0114-03,60,0.22,0.22,0.36
2020-02-07,HT0431-03,HT0114-05,130,-0.27,-0.44,-0.27
2020-02-07,HT0431-03,HT0117-01,110,-0.34,-0.42,-0.36
2020-02-07,HT0431-03,HT0118-03,60,0.9,0.85,1.26
2020-02-07,HT0431-03,HT0131-02,100,0.34,0.51,0.45
2020-02-07,HT0431-03,HT0311-02,110,-0.81,-1.2,-0.71
2020-02-07,HT0431-03,HT0311-03,90,0.34,0.41,0.32
2020-02-07,HT0431-03,HT0313-03,70,-1.35,-1.54,-1.49
2020-02-07,HT0432-06,HT0111-01,130,0.81,1.29,0.9
2020-02-07,HT0432-06,HT0111-03,60,-0.45,-0.39,-0.63
2020-02-07,HT0432-06,HT0112-01,90,1.35,1.6,1.53
2020-02-07,HT0432-06,HT0113-10,60,-0.45,-0.46,-0.72
2020-02-07,HT0432-06,HT0114-05,70,1.12,1.11,1.53
2020-02-07,HT0433-01,HT0111-01,150,-0.56,-1.08,-0.63
2020-02-07,HT0433-01,HT0111-03,70,-0.45,-0.39,-0.45
2020-02-07,HT0433-01,HT0112-01,110,-1.01,-1.2,-0.99
2020-02-07,HT0433-01,HT0113-10,70,0.22,0.23,0.27
2020-02-07,HT0433-01,HT0114-05,80,0.22,0.22,0.27
2020-02-07,HT0433-01,HT0117-01,60,0,0,0
2020-02-07,HT0433-01,HT0131-02,60,-1.35,-1.53,-2.35
2020-02-07,HT0433-01,HT0311-02,60,-0.67,-0.6,-0.65
2020-02-07,HT0433-02,HT0111-01,150,-0.45,-0.86,-0.54
2020-02-07,HT0433-02,HT0111-03,70,-0.67,-0.79,-0.99
2020-02-07,HT0433-02,HT0112-01,110,-0.4,-0.6,-0.45
2020-02-07,HT0433-02,HT0113-10,70,-0.22,-0.23,-0.27
2020-02-07,HT0433-02,HT0114-05,80,-1.35,-1.33,-1.44
2020-02-07,HT0433-02,HT0117-01,70,-1.12,-1.06,-1.44
2020-02-07,HT0433-02,HT0131-02,60,-0.67,-0.76,-1.17
2020-02-07,HT0433-02,HT0311-02,60,-1.12,-1,-1.1
2020-02-07,HT0441-01,HT0111-01,130,-1.21,-1.94,-1.35
2020-02-07,HT0441-01,HT0111-03,60,-1.57,-1.38,-1.99
2020-02-07,HT0441-01,HT0112-01,90,-1.18,-1.4,-1.35
2020-02-07,HT0441-01,HT0113-10,60,0,0,0
2020-02-07,HT0441-01,HT0114-05,70,-1.35,-1.33,-1.72
2020-02-07,HT0443-01,HT0111-01,130,-1.75,-2.8,-1.9
2020-02-07,HT0443-01,HT0111-03,60,-1.8,-1.58,-2.26
2020-02-07,HT0443-01,HT0112-01,100,-1.52,-1.8,-1.63
2020-02-07,HT0443-01,HT0113-10,60,0,0,0
2020-02-07,HT0443-01,HT0114-05,70,-2.02,-2,-2.53
2020-02-07,HT0443-01,HT0117-01,60,0,0,0
2020-02-07,HT0443-02,HT0111-01,110,-0.27,-0.43,-0.36
2020-02-07,HT0443-02,HT0112-01,80,0.67,0.8,0.9
2020-02-07,HT0443-02,HT0114-05,60,0.45,0.44,0.72
2020-02-07,HT0511-01,HT0111-01,1590,-0.74,-13.81,-0.81
2020-02-07,HT0511-01,HT0111-02,200,-0.52,-1.11,-0.54
2020-02-07,HT0511-01,HT0111-03,810,-0.78,-7.29,-0.81
2020-02-07,HT0511-01,HT0112-01,1080,-0.77,-9.57,-0.81
2020-02-07,HT0511-01,HT0113-09,250,-0.67,-2.01,-0.72
2020-02-07,HT0511-01,HT0113-10,840,-0.84,-8.19,-0.9
2020-02-07,HT0511-01,HT0113-11,650,-0.71,-5.27,-0.72
2020-02-07,HT0511-01,HT0114-01,110,-0.17,-0.25,-0.18
2020-02-07,HT0511-01,HT0114-03,380,-0.62,-2.59,-0.63
2020-02-07,HT0511-01,HT0114-05,690,-0.7,-5.33,-0.72
2020-02-07,HT0511-01,HT0115-01,70,-0.13,-0.12,-0.09
2020-02-07,HT0511-01,HT0116-02,80,-1.18,-1.09,-0.61
2020-02-07,HT0511-01,HT0117-01,680,-0.84,-6.57,-0.9
2020-02-07,HT0511-01,HT0117-02,130,-1.08,-1.89,-1.26
2020-02-07,HT0511-01,HT0118-03,330,-0.61,-2.14,-0.54
2020-02-07,HT0511-01,HT0118-04,200,-0.13,-0.32,-0.18
2020-02-07,HT0511-01,HT0121-01,370,-0.58,-2.52,-0.3
2020-02-07,HT0511-01,HT0121-02,150,-0.67,-1.17,-0.35
2020-02-07,HT0511-01,HT0122-01,70,-0.67,-0.69,-0.43
2020-02-07,HT0511-01,HT0122-11,480,-0.77,-4.3,-0.39
2020-02-07,HT0511-01,HT0123-01,180,-0.81,-1.75,-0.43
2020-02-07,HT0511-01,HT0123-07,130,-0.29,-0.46,-0.13
2020-02-07,HT0511-01,HT0131-01,70,-1.35,-1.51,-1.81
2020-02-07,HT0511-01,HT0131-02,480,-0.63,-3.31,-0.63
2020-02-07,HT0511-01,HT0131-03,220,-1.01,-2.46,-0.99
2020-02-07,HT0511-01,HT0132-01,60,0.22,0.18,0.13
2020-02-07,HT0511-01,HT0132-04,70,0.22,0.17,0.09
2020-02-07,HT0511-01,HT0133-03,60,0.45,0.35,0.26
2020-02-07,HT0511-01,HT0135-01,70,-0.17,-0.18,-0.13
2020-02-07,HT0511-01,HT0141-03,350,-0.8,-3.27,-0.39
2020-02-07,HT0511-01,HT0142-01,220,-0.82,-2.01,-0.39
2020-02-07,HT0511-01,HT0151-02,770,-0.45,-3.71,-0.22
2020-02-07,HT0511-01,HT0211-01,180,-0.77,-1.41,-0.4
2020-02-07,HT0511-01,HT0211-06,130,-1.01,-1.56,-0.6
2020-02-07,HT0511-01,HT0211-11,70,0.22,0.19,0.15
2020-02-07,HT0511-01,HT0311-01,60,0.67,0.71,0.71
2020-02-07,HT0511-01,HT0311-02,410,-0.55,-2.59,-0.39
2020-02-07,HT0511-01,HT0311-03,250,-0.47,-1.42,-0.39
2020-02-07,HT0511-01,HT0313-03,80,-1.12,-1.28,-0.97
2020-02-07,HT0511-01,HT0321-02,90,-1.35,-1.4,-0.97
2020-02-07,HT0511-01,HT0322-02,70,-0.22,-0.25,-0.26
2020-02-07,HT0511-01,HT0331-06,80,-0.22,-0.22,-0.19
2020-02-07,HT0511-01,HT0341-04,120,-0.51,-0.67,-0.39
2020-02-07,HT0511-01,HT0342-04,70,-0.45,-0.48,-0.45
2020-02-07,HT0511-01,HT0344-01,90,-0.9,-0.98,-0.71
2020-02-07,HT0511-01,HT0351-01,90,-0.84,-0.93,-0.71
2020-02-07,HT0511-01,HT0351-03,120,-1.01,-1.58,-0.84
2020-02-07,HT0511-01,HT0351-07,110,-1.35,-1.91,-1.1
2020-02-07,HT0511-01,HT0352-02,110,-0.67,-0.91,-0.52
2020-02-07,HT0511-01,HT0361-04,100,0.17,0.23,0.13
2020-02-07,HT0511-01,HT0361-05,310,-0.96,-3.26,-0.65
2020-02-07,HT0511-01,HT0362-02,90,-1.35,-1.51,-1.04
2020-02-07,HT0511-01,HT0371-07,170,-0.9,-1.72,-0.65
2020-02-07,HT0511-01,HT0371-08,70,-0.34,-0.22,-0.19
2020-02-07,HT0511-01,HT0372-01,170,-1.12,-2.29,-0.91
2020-02-07,HT0511-01,HT0372-03,60,-0.76,-0.55,-0.58
2020-02-07,HT0511-01,HT0372-08,60,-0.11,-0.08,-0.06
2020-02-07,HT0511-01,HT0421-01,80,-0.67,-0.69,-0.26
2020-02-07,HT0511-01,HT0511-02,600,-0.66,-4.49,-0.26
2020-02-07,HT0511-01,HT0511-03,110,-1.12,-1.51,-0.51
2020-02-07,HT0511-01,HT0511-04,140,-0.87,-1.38,-0.37
2020-02-07,HT0511-01,HT0511-05,60,-0.22,-0.16,-0.11
2020-02-07,HT0511-01,HT0512-02,70,-0.87,-0.77,-0.4
2020-02-07,HT0511-01,HT0513-01,170,-0.11,-0.22,-0.04
2020-02-07,HT0511-01,HT0513-02,220,-0.77,-1.9,-0.33
2020-02-07,HT0511-01,HT0521-02,90,-1.21,-1.35,-0.55
2020-02-07,HT0511-01,HT0521-03,280,-0.71,-2.21,-0.29
2020-02-07,HT0511-01,HT0521-04,90,-0.77,-0.71,-0.29
2020-02-07,HT0511-01,HT0521-06,90,-1.01,-1.3,-0.51
2020-02-07,HT0511-01,HT0521-07,70,-1.35,-1.08,-0.55
2020-02-07,HT0511-01,HT0521-08,120,-0.4,-0.57,-0.18
2020-02-07,HT0511-01,HT0523-02,200,-0.62,-1.38,-0.26
2020-02-07,HT0511-01,HT0531-01,90,-0.54,-0.58,-0.26
2020-02-07,HT0511-01,HT0531-02,220,-0.52,-1.32,-0.22
2020-02-07,HT0511-01,HT0531-04,80,-0.56,-0.51,-0.26
2020-02-07,HT0511-01,HT0531-05,290,-0.86,-2.89,-0.37
2020-02-07,HT0511-01,HT0531-06,430,-0.58,-2.91,-0.26
2020-02-07,HT0511-01,HT0532-01,160,-0.94,-1.72,-0.4
2020-02-07,HT0511-01,HT0532-02,80,-1.35,-1.29,-0.55
2020-02-07,HT0511-01,HT0532-04,70,-1.21,-1.15,-0.55
2020-02-07,HT0511-01,HT0532-05,80,-0.11,-0.12,-0.04
2020-02-07,HT0511-01,HT0541-01,140,-0.42,-0.66,-0.18
2020-02-07,HT0511-01,HT0541-02,170,-0.61,-1.17,-0.26
2020-02-07,HT0511-01,HT0541-03,240,-0.72,-1.86,-0.29
2020-02-07,HT0511-01,HT0541-04,60,-0.17,-0.13,-0.07
2020-02-07,HT0511-01,HT0542-01,160,-1.05,-1.81,-0.4
2020-02-07,HT0511-01,HT0542-03,160,-0.61,-1.1,-0.26
2020-02-07,HT0511-01,HT0543-01,130,-0.84,-1.33,-0.37
2020-02-07,HT0511-01,HT0544-01,270,-0.84,-2.63,-0.37
2020-02-07,HT0511-01,HT0551-01,70,-0.94,-0.86,-0.4
2020-02-07,HT0511-01,HT0551-03,60,-1.35,-0.98,-0.58
2020-02-07,HT0511-01,HT0551-07,60,-0.34,-0.26,-0.15
2020-02-07,HT0511-01,HT0611-01,70,-0.79,-0.71,-0.31
2020-02-07,HT0511-01,HT0621-04,80,-0.87,-0.79,-0.31
2020-02-07,HT0511-01,HT0711-01,130,-1.35,-2.16,-1.08
2020-02-07,HT0511-01,HT0711-04,80,-0.45,-0.51,-0.44
2020-02-07,HT0511-01,HT0911-01,120,-0.47,-0.62,-0.12
2020-02-07,HT0511-01,HT0911-03,180,-0.63,-1.3,-0.17
2020-02-07,HT0511-01,HT0913-03,90,-0.42,-0.44,-0.12
2020-02-07,HT0511-01,HT0921-02,100,-0.93,-0.97,-0.24
2020-02-07,HT0511-01,HT0921-03,70,-0.22,-0.17,-0.07
2020-02-07,HT0511-01,HT1011-01,160,-0.48,-0.88,-0.32
2020-02-07,HT0511-02,HT0111-01,670,0.43,3.02,0.45
2020-02-07,HT0511-02,HT0111-02,80,0.67,0.64,0.72
2020-02-07,HT0511-02,HT0111-03,340,0.22,0.79,0.18
2020-02-07,HT0511-02,HT0112-01,450,0.24,1.2,0.27
2020-02-07,HT0511-02,HT0113-09,110,0,0,0
2020-02-07,HT0511-02,HT0113-10,350,0.22,0.91,0.27
2020-02-07,HT0511-02,HT0113-11,270,0.51,1.5,0.54
2020-02-07,HT0511-02,HT0114-03,160,0,0,0
2020-02-07,HT0511-02,HT0114-05,290,0.07,0.22,0.09
2020-02-07,HT0511-02,HT0117-01,290,0.4,1.27,0.36
2020-02-07,HT0511-02,HT0117-02,60,0,0,0
2020-02-07,HT0511-02,HT0118-03,140,-0.13,-0.21,-0.18
2020-02-07,HT0511-02,HT0118-04,90,0.22,0.32,0.36
2020-02-07,HT0511-02,HT0121-01,160,0.15,0.26,0.09
2020-02-07,HT0511-02,HT0121-02,60,-0.17,-0.13,-0.09
2020-02-07,HT0511-02,HT0122-11,230,0.34,0.83,0.17
2020-02-07,HT0511-02,HT0123-01,80,0.34,0.29,0.17
2020-02-07,HT0511-02,HT0123-07,60,0.17,0.15,0.13
2020-02-07,HT0511-02,HT0131-02,210,0,0,0
2020-02-07,HT0511-02,HT0131-03,100,0.67,0.61,0.54
2020-02-07,HT0511-02,HT0141-03,140,0.67,1.05,0.35
2020-02-07,HT0511-02,HT0142-01,90,0.94,0.83,0.39
2020-02-07,HT0511-02,HT0151-02,390,-0.67,-5.57,-0.61
2020-02-07,HT0511-02,HT0211-01,80,-0.34,-0.35,-0.25
2020-02-07,HT0511-02,HT0211-06,60,-0.67,-0.52,-0.45
2020-02-07,HT0511-02,HT0311-02,170,-0.19,-0.4,-0.13
2020-02-07,HT0511-02,HT0311-03,110,0,0,0
2020-02-07,HT0511-02,HT0361-05,130,0.27,0.38,0.19
2020-02-07,HT0511-02,HT0371-07,70,1.35,1.29,1.29
2020-02-07,HT0511-02,HT0372-01,60,0,0,0
2020-02-07,HT0511-02,HT0511-01,580,0.24,1.54,0.11
2020-02-07,HT0511-02,HT0521-03,160,0.4,0.7,0.15
2020-02-07,HT0511-02,HT0521-06,70,0.67,0.58,0.33
2020-02-07,HT0511-02,HT0521-07,60,-0.34,-0.27,-0.18
2020-02-07,HT0511-02,HT0521-08,70,0.13,0.09,0.04
2020-02-07,HT0511-02,HT0523-02,120,0.39,0.5,0.15
2020-02-07,HT0511-02,HT0531-02,100,0.34,0.4,0.15
2020-02-07,HT0511-02,HT0531-05,130,0.17,0.25,0.07
2020-02-07,HT0511-02,HT0531-06,170,0.34,0.58,0.11
2020-02-07,HT0511-02,HT0532-01,60,0.84,0.61,0.4
2020-02-07,HT0511-02,HT0541-03,80,0.56,0.55,0.26
2020-02-07,HT0511-02,HT0542-01,60,-0.34,-0.26,-0.18
2020-02-07,HT0511-02,HT0542-03,60,-0.51,-0.33,-0.18
2020-02-07,HT0511-02,HT0543-01,60,0,0,0
2020-02-07,HT0511-02,HT0544-01,120,0.58,0.79,0.26
2020-02-07,HT0511-02,HT0711-01,60,0.45,0.54,0.57
2020-02-07,HT0511-02,HT0911-01,70,0.45,0.35,0.12
2020-02-07,HT0511-02,HT0911-03,100,0,0,0
2020-02-07,HT0511-02,HT0921-02,60,0,0,0
2020-02-07,HT0511-02,HT1011-01,80,-0.45,-0.35,-0.27
2020-02-07,HT0511-03,HT0111-01,150,0.67,1.29,0.81
2020-02-07,HT0511-03,HT0111-03,80,0.17,0.2,0.27
2020-02-07,HT0511-03,HT0112-01,100,0.51,0.6,0.54
2020-02-07,HT0511-03,HT0113-10,80,-0.51,-0.68,-0.72
2020-02-07,HT0511-03,HT0113-11,60,1.12,1.25,1.81
2020-02-07,HT0511-03,HT0114-05,70,0.9,0.89,1.17
2020-02-07,HT0511-03,HT0117-01,70,0.67,0.64,0.9
2020-02-07,HT0511-03,HT0511-01,80,0,0,0
2020-02-07,HT0511-04,HT0111-01,170,0.48,1.08,0.54
2020-02-07,HT0511-04,HT0111-03,90,-0.17,-0.2,-0.18
2020-02-07,HT0511-04,HT0112-01,120,0,0,0
2020-02-07,HT0511-04,HT0113-10,90,0.51,0.68,0.72
2020-02-07,HT0511-04,HT0113-11,70,-0.45,-0.5,-0.63
2020-02-07,HT0511-04,HT0114-05,80,0.67,0.67,0.81
2020-02-07,HT0511-04,HT0117-01,80,1.12,1.06,1.26
2020-02-07,HT0511-04,HT0131-02,60,0.45,0.51,0.81
2020-02-07,HT0511-04,HT0511-01,210,0.45,1.1,0.18
2020-02-07,HT0511-04,HT0511-02,60,0.17,0.12,0.07
2020-02-07,HT0511-05,HT0111-01,110,-0.51,-0.65,-0.54
2020-02-07,HT0511-05,HT0112-01,70,0.45,0.4,0.45
2020-02-07,HT0511-05,HT0113-10,60,1.35,1.37,2.17
2020-02-07,HT0511-05,HT0511-01,80,0.11,0.11,0.04
2020-02-07,HT0512-01,HT0111-01,220,-0.08,-0.22,-0.09
2020-02-07,HT0512-01,HT0111-03,110,0,0,0
2020-02-07,HT0512-01,HT0112-01,150,-0.45,-0.8,-0.45
2020-02-07,HT0512-01,HT0113-10,110,-0.13,-0.23,-0.18
2020-02-07,HT0512-01,HT0113-11,80,-1.01,-1.5,-1.53
2020-02-07,HT0512-01,HT0114-05,100,0,0,0
2020-02-07,HT0512-01,HT0117-01,100,-1.18,-1.48,-1.35
2020-02-07,HT0512-01,HT0131-02,70,-1.12,-1.27,-1.53
2020-02-07,HT0512-01,HT0311-02,70,-0.9,-0.8,-0.71
2020-02-07,HT0512-01,HT0361-05,70,0.34,0.38,0.32
2020-02-07,HT0512-01,HT0511-01,60,-0.27,-0.22,-0.11
2020-02-07,HT0512-02,HT0111-01,200,2.12,4.75,2.17
2020-02-07,HT0512-02,HT0111-03,100,2.19,2.56,2.35
