month,pcod,residents,residents_perKm2,arrived,departed,delta_arrived,residents_diffwithref,abnormality,residents_pctchangewithref
2020-04-01,HT0231-06,9220,170,1270,1280,0,-20,-1.24,-0.24
2020-04-01,HT0231-07,13130,200,1760,1780,-20,-50,-1.74,-0.36
2020-04-01,HT0232-01,17300,220,2310,2300,10,90,6.9,0.5
2020-04-01,HT0233-01,25700,490,3370,3360,0,70,0.16,0.27
2020-04-01,HT0233-02,9450,140,1150,1160,0,-10,-1.85,-0.11
2020-04-01,HT0234-01,15310,120,1830,1830,-10,,,
2020-04-01,HT0311-01,19490,930,4330,4340,-10,520,5.24,2.76
2020-04-01,HT0311-02,142780,7480,40710,39680,1030,-2040,-2.78,-1.41
2020-04-01,HT0311-03,92320,6520,24320,24160,160,-2380,-5.52,-2.52
2020-04-01,HT0312-01,14910,540,2540,2550,-10,40,1.6,0.24
2020-04-01,HT0312-02,14160,440,2090,2080,0,90,2.06,0.63
2020-04-01,HT0313-01,16080,280,3390,3400,-10,,,
2020-04-01,HT0313-02,10400,260,1330,1330,0,,,
2020-04-01,HT0313-03,28990,850,4630,4620,10,-270,-0.8,-0.92
2020-04-01,HT0321-01,8910,340,1140,1140,0,,,
2020-04-01,HT0321-02,23320,640,4500,4510,-10,-160,-0.93,-0.67
2020-04-01,HT0321-03,10510,300,1560,1560,0,20,0.66,0.18
2020-04-01,HT0322-01,13140,310,1980,2000,-20,,,
2020-04-01,HT0322-02,17940,600,3660,3560,100,-30,-0.66,-0.16
2020-04-01,HT0322-03,9660,430,1560,1570,-10,10,1.07,0.07
2020-04-01,HT0322-04,1250,210,180,180,0,0,,0
2020-04-01,HT0323-01,9030,320,1540,1550,-10,70,2.46,0.83
2020-04-01,HT0323-02,14930,1090,3500,3530,-20,110,6.36,0.77
2020-04-01,HT0323-03,8820,310,1400,1420,-10,50,2.12,0.62
2020-04-01,HT0331-01,3960,200,530,530,0,0,0,0
2020-04-01,HT0331-02,3100,130,420,420,0,0,0,0
2020-04-01,HT0331-04,3090,170,410,410,0,0,0,0
2020-04-01,HT0331-05,6330,220,750,750,0,0,0,0
2020-04-01,HT0331-06,24760,1550,5810,6050,-230,290,4.82,1.19
2020-04-01,HT0332-01,6260,220,970,970,0,0,,0
2020-04-01,HT0332-02,13560,360,2370,2370,0,120,0.63,0.9
2020-04-01,HT0332-03,3110,240,410,410,0,0,0,0
2020-04-01,HT0341-01,4710,150,700,700,0,0,,0
2020-04-01,HT0341-02,3380,90,350,350,0,0,0,0
2020-04-01,HT0341-03,7120,240,1120,1110,0,0,-0.4,-0.06
2020-04-01,HT0341-04,40190,480,12040,12530,-490,840,0.84,2.13
2020-04-01,HT0342-01,5240,240,760,760,0,0,0,0
2020-04-01,HT0342-02,3590,190,500,500,0,0,,0
2020-04-01,HT0342-03,6360,180,910,910,0,0,-1.97,-0.07
2020-04-01,HT0342-04,17950,710,3370,3250,120,420,6.64,2.39
2020-04-01,HT0342-05,2820,140,410,410,0,0,,0
2020-04-01,HT0343-01,13180,510,2370,2390,-20,220,2.5,1.67
2020-04-01,HT0343-02,8680,280,1490,1490,0,10,3.87,0.13
2020-04-01,HT0343-03,5680,240,1000,1000,0,0,0,0
2020-04-01,HT0344-01,30740,500,5210,5190,30,0,0,-0.01
2020-04-01,HT0344-02,13390,160,1860,1850,10,90,1.09,0.71
2020-04-01,HT0345-01,10040,330,1820,1820,0,,,
2020-04-01,HT0351-01,11390,340,2230,2240,-10,40,4.29,0.34
2020-04-01,HT0352-02,21250,2490,3370,3420,-60,-80,-0.21,-0.36
2020-04-01,HT0352-03,7340,280,1120,1130,-10,30,5.79,0.43
2020-04-01,HT0352-05,9060,320,1660,1660,0,-10,-2.27,-0.15
2020-04-01,HT0352-06,8130,310,970,970,0,0,0,0
2020-04-01,HT0361-01,2440,100,310,310,0,0,0,0
2020-04-01,HT0361-02,1710,80,230,230,0,0,0,0
2020-04-01,HT0361-03,9320,430,1260,1240,20,90,2.49,1.03
2020-04-01,HT0361-04,21190,1470,3560,3590,-30,-40,-0.97,-0.2
2020-04-01,HT0361-05,77460,7130,16850,16690,170,740,0.31,0.97
2020-04-01,HT0362-01,2340,180,280,280,0,0,,0
2020-04-01,HT0362-02,18920,480,2980,2940,40,-110,-1.34,-0.58
2020-04-01,HT0371-01,7220,560,1110,1110,0,,,
2020-04-01,HT0371-05,6330,400,1020,1020,0,40,1.95,0.64
2020-04-01,HT0371-07,29470,2220,6670,6690,-20,590,4.8,2.06
2020-04-01,HT0371-08,10560,440,2540,2520,10,50,2.59,0.52
2020-04-01,HT0372-01,20270,900,4100,4080,20,-40,-0.09,-0.21
2020-04-01,HT0372-02,4150,250,660,660,0,0,,0
2020-04-01,HT0372-03,6980,440,1510,1500,0,130,1.17,1.83
2020-04-01,HT0372-04,3140,360,520,520,0,0,,0
2020-04-01,HT0372-08,8630,370,1170,1170,0,-200,-3.59,-2.29
2020-04-01,HT0411-01,23070,270,2080,2080,0,10,0.29,0.04
2020-04-01,HT0411-02,3000,50,200,200,0,0,0,0
2020-04-01,HT0411-03,3140,40,170,170,0,0,0,0
2020-04-01,HT0412-01,14220,210,1060,1060,0,10,1.51,0.09
2020-04-01,HT0413-01,1900,120,120,120,0,0,0,0
2020-04-01,HT0413-02,9080,370,560,570,0,0,-0.68,-0.05
2020-04-01,HT0421-01,82880,1400,7250,7270,-20,-90,-0.85,-0.11
2020-04-01,HT0421-02,4120,100,300,300,0,0,0,0
2020-04-01,HT0421-03,9170,200,660,660,0,0,,0
2020-04-01,HT0421-04,3670,110,160,160,0,0,0,0
2020-04-01,HT0421-05,3060,150,280,280,0,0,,0
2020-04-01,HT0422-01,10930,330,830,830,-10,-40,-0.92,-0.4
2020-04-01,HT0423-01,16480,270,1340,1340,0,,,
2020-04-01,HT0423-02,4440,110,290,290,0,0,,0
2020-04-01,HT0431-01,2050,150,170,170,0,0,0,0
2020-04-01,HT0431-02,7160,150,590,590,0,-50,-9.97,-0.63
2020-04-01,HT0431-03,38290,550,2480,2500,-20,-80,-0.98,-0.22
2020-04-01,HT0432-01,3010,200,200,200,0,0,0,0
2020-04-01,HT0432-02,2780,220,220,220,0,0,0,0
2020-04-01,HT0432-04,4120,380,300,300,0,0,,0
2020-04-01,HT0432-06,9290,250,850,850,0,,,
2020-04-01,HT0433-01,17800,150,1620,1600,20,60,0.19,0.34
2020-04-01,HT0433-02,12480,240,820,790,30,80,0.98,0.64
2020-04-01,HT0434-01,5930,190,460,460,0,0,,0
2020-04-01,HT0434-02,2390,50,150,150,0,0,0,0
2020-04-01,HT0441-01,10560,130,640,630,10,-10,-0.91,-0.13
2020-04-01,HT0442-01,3640,150,250,250,0,0,0,0
2020-04-01,HT0442-02,10290,310,790,790,0,0,0,0
2020-04-01,HT0443-02,19220,150,1750,1750,-10,-40,-2.75,-0.22
2020-04-01,HT0511-01,236770,2550,30370,30580,-210,-5010,-5.82,-2.07
2020-04-01,HT0511-02,111950,600,16820,17030,-200,260,0.57,0.23
2020-04-01,HT0511-03,22390,130,2300,2250,50,200,2.29,0.88
2020-04-01,HT0511-04,15040,290,1800,1830,-30,0,0,0.02
2020-04-01,HT0511-05,8670,130,850,840,0,10,1.42,0.15
2020-04-01,HT0512-01,17260,290,1840,1810,30,50,0.26,0.28
2020-04-01,HT0512-02,16820,350,1920,1920,0,10,-0.03,0.07
2020-04-01,HT0512-03,5110,90,390,390,0,0,0,0
2020-04-01,HT0512-04,12110,270,1260,1220,40,-40,-0.72,-0.33
2020-04-01,HT0513-01,29970,540,1920,1960,-40,100,0.73,0.32
2020-04-01,HT0513-02,17330,150,2130,2240,-110,-260,-2.59,-1.47
2020-04-01,HT0521-01,7910,240,890,900,-10,80,2.47,1.04
2020-04-01,HT0521-02,14150,350,1040,1040,0,0,1.19,0.03
2020-04-01,HT0521-03,57440,1570,8980,9020,-40,10,-0.05,0.01
2020-04-01,HT0521-04,18110,460,1580,1600,-10,90,0.38,0.48
2020-04-01,HT0521-05,6010,190,600,600,0,0,0,0
2020-04-01,HT0521-06,24100,220,2600,2610,-10,40,0.84,0.15
2020-04-01,HT0521-07,14840,240,1150,1190,-40,-110,-2.01,-0.76
2020-04-01,HT0521-08,18600,390,1830,1780,50,110,0.44,0.6
2020-04-01,HT0522-01,11860,130,1560,1520,30,-10,-0.28,-0.05
2020-04-01,HT0522-02,8830,180,500,500,0,0,0,0
2020-04-01,HT0522-03,10100,240,820,820,0,,,
2020-04-01,HT0523-01,11690,40,980,980,0,160,3.78,1.39
2020-04-01,HT0523-02,83300,530,12140,12490,-350,1330,1.04,1.62
2020-04-01,HT0531-01,22970,450,2750,2760,-10,80,0.2,0.35
2020-04-01,HT0531-02,64550,460,10140,10060,80,590,6.41,0.93
2020-04-01,HT0531-03,11220,240,1010,1020,-10,-50,-0.86,-0.48
2020-04-01,HT0531-04,16340,170,1850,1820,30,-10,-0.2,-0.07
2020-04-01,HT0531-05,61000,320,5740,5800,-60,-1040,-5.13,-1.68
2020-04-01,HT0531-06,112230,3520,15580,15760,-180,420,-0.13,0.37
2020-04-01,HT0532-01,42310,1260,5070,5330,-260,-170,-1.69,-0.41
2020-04-01,HT0532-02,26710,430,3270,3320,-60,-20,-0.25,-0.09
2020-04-01,HT0532-03,13460,430,1450,1450,0,-170,-1.96,-1.21
2020-04-01,HT0532-04,30610,290,3150,3140,10,-380,-4.87,-1.21
2020-04-01,HT0532-05,26920,360,3010,2980,30,620,1.77,2.36
2020-04-01,HT0532-06,12560,310,800,800,0,70,1.9,0.56
2020-04-01,HT0533-01,20270,250,2270,2280,-10,-270,-2.53,-1.32
2020-04-01,HT0533-02,11830,180,1300,1320,-20,-50,-0.82,-0.41
2020-04-01,HT0541-01,27930,740,4500,4580,-80,-140,-0.48,-0.49
2020-04-01,HT0541-02,31030,500,3000,2970,30,-30,-0.23,-0.08
2020-04-01,HT0541-03,72690,640,9150,9100,60,-320,-1.48,-0.44
2020-04-01,HT0541-04,21940,220,4050,4100,-50,90,2.44,0.41
2020-04-01,HT0541-05,11880,260,970,980,0,-100,-1.3,-0.8
2020-04-01,HT0542-01,40290,840,6700,6690,0,-200,-0.62,-0.49
2020-04-01,HT0542-02,13590,410,1650,1630,20,70,1.21,0.51
2020-04-01,HT0542-03,68690,1070,9450,9160,290,140,0,0.2
2020-04-01,HT0542-04,24480,170,2940,2940,0,-50,-1.6,-0.2
2020-04-01,HT0542-05,15680,130,1370,1390,-20,-130,-1.85,-0.83
2020-04-01,HT0542-06,16340,170,1900,1890,10,-40,-0.51,-0.24
2020-04-01,HT0543-01,23930,470,2650,2570,80,90,1.16,0.38
2020-04-01,HT0544-01,40190,400,5640,5390,250,460,3.63,1.17
2020-04-01,HT0551-01,30380,390,3150,3080,70,-370,-1.79,-1.2
2020-04-01,HT0551-03,26900,700,2690,2630,60,-10,0.11,-0.05
2020-04-01,HT0551-04,17020,250,1990,2000,-10,-40,-0.84,-0.21
2020-04-01,HT0551-05,9900,220,1070,1080,-10,-10,-0.14,-0.06
2020-04-01,HT0551-06,14920,140,1150,1150,10,-30,-1.05,-0.18
2020-04-01,HT0551-07,19360,200,1940,1940,-10,-20,-0.51,-0.09
2020-04-01,HT0551-08,25900,210,2600,2570,40,-10,-0.12,-0.04
2020-04-01,HT0552-01,18480,420,2580,2590,-10,580,10.78,3.25
2020-04-01,HT0552-03,9100,280,780,790,-10,-30,-1.13,-0.33
2020-04-01,HT0611-01,61730,340,7740,7590,140,120,0.77,0.2
2020-04-01,HT0611-02,16720,150,1460,1460,-10,80,3.47,0.46
2020-04-01,HT0611-03,23320,190,1700,1690,0,100,4.43,0.44
2020-04-01,HT0611-04,23010,140,1490,1470,20,110,0.83,0.48
2020-04-01,HT0612-01,34820,320,2720,2580,140,-590,-3.79,-1.66
2020-04-01,HT0612-02,9220,140,740,740,0,-10,-2.21,-0.11
2020-04-01,HT0612-03,14100,120,910,880,30,10,0.07,0.09
2020-04-01,HT0613-01,25240,220,2050,2040,10,0,-0.15,-0.01
2020-04-01,HT0613-02,14330,200,1050,1030,20,,,
2020-04-01,HT0613-03,6520,100,470,470,0,0,1.32,0.02
2020-04-01,HT0613-04,16260,150,1430,1420,10,-40,-4.45,-0.21
2020-04-01,HT0614-01,22960,150,1870,1880,0,-30,-0.44,-0.11
2020-04-01,HT0621-01,40960,580,5290,5280,20,30,0.5,0.07
2020-04-01,HT0621-02,6950,70,580,580,0,0,,0
2020-04-01,HT0621-03,11620,140,1020,900,120,-50,-0.39,-0.45
2020-04-01,HT0621-04,77400,1040,8020,8380,-350,-910,-2.65,-1.16
2020-04-01,HT0622-01,14280,310,1520,1540,-10,110,0.63,0.78
2020-04-01,HT0622-02,10470,170,1030,1030,0,100,2.5,0.94
2020-04-01,HT0622-03,8650,240,1030,1030,0,10,0.46,0.06
2020-04-01,HT0623-01,9480,100,780,780,0,-50,-1.23,-0.49
2020-04-01,HT0623-02,21790,180,3000,2920,80,-260,-2.56,-1.16
2020-04-01,HT0623-03,23200,160,2120,2160,-40,40,1.01,0.19
2020-04-01,HT0631-01,14370,210,1260,1270,-10,30,0,0.24
2020-04-01,HT0631-02,30410,390,2240,2200,40,-260,-3.81,-0.86
2020-04-01,HT0632-01,49290,370,3200,3140,60,-30,-0.36,-0.07
2020-04-01,HT0632-02,17790,170,1070,1050,20,-10,-0.14,-0.04
2020-04-01,HT0632-03,18140,270,1540,1560,-20,40,0.72,0.22
2020-04-01,HT0633-01,8670,170,800,800,0,0,-1,-0.05
2020-04-01,HT0633-02,25510,220,1920,1930,-10,-120,-2.21,-0.45
2020-04-01,HT0641-01,19940,130,1500,1500,0,0,,0
2020-04-01,HT0641-02,23840,190,1890,1860,30,-70,-1.16,-0.29
2020-04-01,HT0641-03,12150,140,870,870,0,-10,-7.06,-0.07
2020-04-01,HT0642-01,38100,330,4110,4170,-60,270,1.9,0.71
2020-04-01,HT0642-02,27170,220,1910,1910,0,-30,-1.9,-0.11
2020-04-01,HT0711-01,72710,1380,12660,12610,60,-90,-1.25,-0.12
2020-04-01,HT0711-02,7860,200,1140,1140,0,0,0,0
2020-04-01,HT0711-03,11120,300,1540,1540,0,-10,-2.03,-0.07
2020-04-01,HT0711-04,41440,1700,6570,6590,-20,60,-0.14,0.14
2020-04-01,HT0711-05,7620,270,860,860,0,0,0,0
2020-04-01,HT0711-06,8530,240,1330,1330,0,,,
2020-04-01,HT0712-01,27610,650,5050,5060,-10,-20,-1.31,-0.07
2020-04-01,HT0712-02,17600,360,2970,2970,0,,,
2020-04-01,HT0712-03,18510,350,2830,2830,0,0,0,0
2020-04-01,HT0712-04,7870,180,1060,1060,0,0,0,0
2020-04-01,HT0713-01,6780,270,1050,1050,0,0,0,0
2020-04-01,HT0713-02,15300,480,1880,1860,30,50,0.52,0.32
2020-04-01,HT0713-03,10520,110,1340,1340,0,0,,0
2020-04-01,HT0714-01,13960,520,1600,1600,0,0,0,0
2020-04-01,HT0714-02,18930,280,3220,3220,0,0,0,0
2020-04-01,HT0714-03,9940,310,1660,1660,0,0,,0
2020-04-01,HT0715-01,8770,290,1290,1290,0,0,,0
2020-04-01,HT0715-02,5860,130,820,820,0,0,,0
2020-04-01,HT0715-03,8710,160,1150,1150,0,0,0,0
2020-04-01,HT0716-01,14450,320,1720,1720,0,0,0,0
2020-04-01,HT0721-01,13070,300,1470,1470,0,-10,-1.75,-0.05
2020-04-01,HT0721-02,5910,420,990,990,0,0,,0
2020-04-01,HT0722-01,9500,380,1260,1260,0,0,-1.19,-0.03
2020-04-01,HT0722-02,6620,310,700,700,0,0,0,0
2020-04-01,HT0722-03,8070,350,1220,1220,0,0,0,0
2020-04-01,HT0723-01,2460,310,400,400,0,0,0,0
2020-04-01,HT0723-02,14680,440,2080,2160,-80,-120,-0.67,-0.82
2020-04-01,HT0723-03,10250,1150,1520,1520,0,0,0.78,0.04
2020-04-01,HT0731-01,8440,100,1310,1310,0,0,0,0
2020-04-01,HT0731-02,16800,420,1720,1720,0,0,0,0
2020-04-01,HT0731-03,14450,360,1930,1930,0,0,0,0
2020-04-01,HT0731-04,6310,50,940,940,0,0,,0
2020-04-01,HT0731-05,7530,290,1260,1260,0,0,0,0
2020-04-01,HT0731-06,16920,250,2190,2190,0,0,0,0
2020-04-01,HT0731-07,11510,90,2280,2300,-20,0,0.2,-0.02
2020-04-01,HT0731-08,7230,250,1010,1010,0,0,0,0
2020-04-01,HT0731-09,8000,160,1060,1060,0,0,0.09,0.01
2020-04-01,HT0731-10,9480,230,1460,1460,0,0,0,0
2020-04-01,HT0732-01,2680,150,430,430,0,0,,0
2020-04-01,HT0732-02,16770,580,2330,2330,0,-20,-4.58,-0.11
2020-04-01,HT0732-03,11590,450,1220,1220,0,10,1.74,0.05
2020-04-01,HT0732-04,7810,320,970,970,0,0,0,0
2020-04-01,HT0732-05,4850,290,770,770,0,0,,0
2020-04-01,HT0732-06,6710,280,980,980,0,0,0,0
2020-04-01,HT0732-07,5070,220,670,670,0,0,0,0
2020-04-01,HT0732-08,4950,230,680,680,0,0,0,0
2020-04-01,HT0733-01,15500,270,2800,2800,0,0,0,0
2020-04-01,HT0733-02,13310,240,1860,1860,0,0,0,0
2020-04-01,HT0733-03,6290,170,900,900,0,0,,0
2020-04-01,HT0733-04,7090,150,970,970,0,0,0,0
2020-04-01,HT0733-05,1920,60,220,220,0,0,0,0
2020-04-01,HT0741-01,6040,230,850,850,0,0,0,0
2020-04-01,HT0741-02,10060,390,1340,1340,0,0,0,0
2020-04-01,HT0741-03,3400,190,420,420,0,0,0,0
2020-04-01,HT0742-01,11450,520,1720,1720,0,0,0,0
2020-04-01,HT0742-02,5700,160,870,870,0,0,0,0
2020-04-01,HT0743-02,1750,230,250,250,0,0,,0
2020-04-01,HT0743-03,3120,220,430,430,0,0,,0
2020-04-01,HT0751-01,8920,170,1310,1310,0,0,0,0
2020-04-01,HT0751-02,5460,120,690,690,0,0,0,0
2020-04-01,HT0751-03,8800,460,1210,1210,0,0,,0
2020-04-01,HT0752-01,4990,220,660,660,0,0,0,0
2020-04-01,HT0752-02,3310,70,430,430,0,0,,0
2020-04-01,HT0752-03,19350,380,2420,2420,0,0,,0
2020-04-01,HT0753-01,10600,350,1470,1470,0,0,0,0
2020-04-01,HT0753-02,2250,60,300,300,0,0,,0
2020-04-01,HT0753-03,5390,110,650,650,0,0,,0
2020-04-01,HT0753-04,3460,120,490,490,0,0,0,0
2020-04-01,HT0811-01,7170,220,740,740,0,0,0,0
2020-04-01,HT0811-02,13620,250,980,980,0,0,0,0
2020-04-01,HT0811-03,21930,170,2070,2070,0,0,0,0
2020-04-01,HT0811-04,10090,340,730,730,0,0,0,0
2020-04-01,HT0811-05,12670,320,1030,1070,-40,-20,-0.6,-0.14
2020-04-01,HT0811-06,14200,320,1060,1060,0,0,,0
2020-04-01,HT0811-07,7750,270,690,680,10,-20,-0.83,-0.22
2020-04-01,HT0811-08,24010,930,2200,2210,0,-10,-1.73,-0.05
2020-04-01,HT0811-09,23780,710,2120,2120,0,-70,-1.1,-0.27
2020-04-01,HT0812-01,8210,450,860,860,0,0,0,0
2020-04-01,HT0812-02,11340,400,840,840,0,0,0,0
2020-04-01,HT0812-04,9850,350,1020,1020,0,0,,0
2020-04-01,HT0813-01,8890,260,660,660,0,0,0,0
2020-04-01,HT0814-01,14140,640,1130,1130,0,0,0,0
2020-04-01,HT0814-02,6320,60,490,490,0,0,,0
2020-04-01,HT0814-03,10470,220,820,820,0,0,0,0
2020-04-01,HT0815-01,12740,450,1120,1120,0,0,0,0
2020-04-01,HT0815-02,12820,280,1020,1020,0,0,0,0
2020-04-01,HT0821-01,14710,1120,1110,1110,0,0,0,0
2020-04-01,HT0821-02,7640,190,670,670,0,0,,0
2020-04-01,HT0821-03,7690,300,740,740,0,0,0,0
2020-04-01,HT0822-01,5690,240,400,400,0,0,0,0
2020-04-01,HT0822-03,13500,790,1060,1060,0,0,0,0
2020-04-01,HT0822-04,5530,260,470,470,0,0,,0
2020-04-01,HT0823-01,12380,180,1070,1070,0,0,0,0
2020-04-01,HT0823-02,5990,160,590,590,0,0,0,0
2020-04-01,HT0823-03,4000,190,240,240,0,0,,0
2020-04-01,HT0831-01,10360,210,870,870,0,0,0,0
2020-04-01,HT0831-03,2260,110,160,160,0,0,0,0
2020-04-01,HT0832-01,7250,150,650,650,0,0,0,0
2020-04-01,HT0832-02,12060,130,1210,1210,0,-30,-1.93,-0.24
2020-04-01,HT0832-03,7900,260,710,710,0,0,0,0
2020-04-01,HT0832-04,7730,200,510,520,-10,-50,-6.64,-0.62
2020-04-01,HT0833-01,18670,200,1550,1550,0,0,0,0
2020-04-01,HT0833-03,1970,30,210,210,0,0,,0
2020-04-01,HT0834-01,5880,160,470,470,0,0,0,0
2020-04-01,HT0834-02,20480,550,1660,1660,0,0,0,0
2020-04-01,HT0834-03,4590,230,430,430,0,0,0,0
2020-04-01,HT0834-04,10510,130,1020,1020,0,0,,0
2020-04-01,HT0834-05,5290,80,430,430,0,0,,0
2020-04-01,HT0834-06,2780,60,190,190,0,0,,0
2020-04-01,HT0911-01,61280,3760,5370,5360,10,330,3.75,0.54
2020-04-01,HT0911-02,10190,510,700,700,0,60,1.36,0.56
2020-04-01,HT0911-03,104050,4860,8470,8410,70,250,0.75,0.24
2020-04-01,HT0911-04,29030,280,1530,1520,0,-10,-0.16,-0.03
2020-04-01,HT0911-05,16060,130,880,880,0,0,0,0
2020-04-01,HT0911-06,11290,160,860,830,40,30,0.51,0.24
2020-04-01,HT0912-01,20380,320,1170,1170,0,,,
2020-04-01,HT0912-02,22040,190,1260,1270,0,-50,-1.63,-0.22
2020-04-01,HT0913-01,12060,210,800,820,-20,60,6.45,0.54
2020-04-01,HT0913-02,13190,140,840,810,30,10,0,0.08
2020-04-01,HT0913-03,51850,810,3790,3760,20,-270,-1.55,-0.52
2020-04-01,HT0914-01,18590,700,1070,1060,10,0,0.39,0.03
2020-04-01,HT0914-02,14090,510,830,820,10,-10,-0.91,-0.09
2020-04-01,HT0921-01,11920,880,650,650,0,50,0.54,0.4
2020-04-01,HT0921-02,42790,3260,3530,3550,-10,-60,-0.6,-0.13
2020-04-01,HT0921-03,26950,1080,1600,1560,40,-30,-0.32,-0.12
2020-04-01,HT0921-04,18350,870,1570,1510,60,10,0.72,0.06
2020-04-01,HT0921-05,15810,770,990,1000,0,0,-0.82,-0.03
2020-04-01,HT0921-06,7720,370,340,340,0,80,5.9,1.09
2020-04-01,HT0922-02,6430,260,390,390,0,,,
2020-04-01,HT0922-03,14030,730,760,760,0,0,0,0.01
2020-04-01,HT0931-01,16920,100,1020,1020,0,0,-2.47,-0.02
2020-04-01,HT0931-02,18490,610,1050,1090,-40,-40,-0.76,-0.19
2020-04-01,HT0932-01,1570,30,100,100,0,0,0,0
2020-04-01,HT0932-02,5280,120,250,250,0,0,,0
2020-04-01,HT0932-03,17310,480,800,810,0,,,
2020-04-01,HT0932-04,5820,90,300,300,0,0,,0
2020-04-01,HT0933-01,14840,170,870,870,0,0,-1.83,-0.02
2020-04-01,HT0933-02,15090,220,920,920,0,0,0.21,0
2020-04-01,HT0934-01,31050,230,2260,2260,0,10,-0.17,0.03
2020-04-01,HT0934-02,26830,260,1670,1670,0,,,
2020-04-01,HT0934-03,32060,320,2120,2130,0,30,-0.07,0.08
2020-04-01,HT0934-04,13620,430,610,610,0,0,-0.03,0
2020-04-01,HT0934-05,25310,830,1300,1300,0,0,-0.03,0.01
2020-04-01,HT0934-06,19140,590,1060,1050,20,-20,-0.78,-0.12
2020-04-01,HT0934-07,18450,390,890,890,0,0,,0
2020-04-01,HT1011-01,64710,1280,7860,7700,160,-730,-2.04,-1.12
2020-04-01,HT1011-02,6920,140,870,870,0,0,0,0
2020-04-01,HT1011-03,11000,240,1260,1260,0,10,0.56,0.12
2020-04-01,HT1011-04,11550,520,1250,1200,40,,,
2020-04-01,HT1012-01,9270,530,1020,1020,0,0,,0
2020-04-01,HT1012-02,6050,300,640,640,0,0,0,0
2020-04-01,HT1012-03,9340,320,1020,1020,0,0,0,0
2020-04-01,HT1012-04,3120,140,390,390,0,0,,0
2020-04-01,HT1013-01,6830,330,1060,1070,0,10,1.5,0.17
2020-04-01,HT1013-02,11920,460,1270,1270,0,,,
2020-04-01,HT1013-03,2700,110,330,330,0,0,0,0
2020-04-01,HT1013-04,5530,370,590,590,0,0,,0
2020-04-01,HT1014-01,12000,320,1290,1290,0,0,0,0
2020-04-01,HT1014-02,5290,180,500,500,0,0,0,0
2020-04-01,HT1021-01,8070,280,680,680,0,0,0,0
2020-04-01,HT1021-02,18860,450,2220,2280,-50,240,1.7,1.27
2020-04-01,HT1021-03,10250,280,1110,1110,0,0,,0
2020-04-01,HT1022-01,8140,140,1150,1150,0,0,0,0
2020-04-01,HT1022-02,13440,230,1570,1570,0,0,0,0
2020-04-01,HT1022-03,8270,210,1160,1160,0,0,0,0
2020-04-01,HT1023-01,8730,350,1080,1080,0,0,0,0
2020-04-01,HT1023-02,9940,180,1420,1420,0,0,,0
2020-04-01,HT1023-03,18220,330,1910,1860,50,-20,-0.27,-0.13
2020-04-01,HT1023-04,4540,220,430,430,0,0,0,0
2020-04-01,HT1024-01,7230,210,1020,1020,0,0,0,0
2020-04-01,HT1024-02,6290,340,760,760,0,0,0,0
2020-04-01,HT1024-03,6610,310,790,790,0,0,0,0
2020-04-01,HT1025-01,19880,840,2120,2120,0,90,1.74,0.44
2020-04-01,HT1025-02,9610,250,1090,1080,0,,,
2020-04-01,HT1025-03,7530,250,900,900,0,0,0,0
2020-04-01,HT1031-01,5650,170,590,590,0,0,0,0
2020-04-01,HT1031-02,8870,240,1120,1120,0,0,0,0
2020-04-01,HT1031-03,9980,310,1190,1190,0,0,0,0
2020-04-01,HT1031-04,5880,230,590,590,0,0,,0
2020-04-01,HT1031-05,9630,170,1040,1040,0,0,0,0
2020-04-01,HT1032-01,1770,60,160,160,0,0,0,0
2020-04-01,HT1032-02,3030,220,420,420,0,0,0,0
2020-05-01,HT0111-01,541950,29510,312430,317680,-5260,-3580,-1.4,-0.66
2020-05-01,HT0111-02,74530,10760,32940,33270,-340,1140,0.5,1.55
2020-05-01,HT0111-03,288850,32240,115760,108490,7280,15460,7.96,5.65
2020-05-01,HT0112-01,366210,14050,190870,194070,-3200,-9020,-0.72,-2.4
2020-05-01,HT0113-01,480,110,120,120,0,0,,0
2020-05-01,HT0113-02,4820,380,1540,1700,-150,-270,-12.24,-5.27
2020-05-01,HT0113-03,3080,300,650,650,0,0,-0.05,0.08
2020-05-01,HT0113-04,4180,240,1170,1170,0,120,0.66,2.88
2020-05-01,HT0113-05,5230,400,730,740,-10,,,
2020-05-01,HT0113-06,3510,240,340,340,0,0,,0
2020-05-01,HT0113-07,5610,580,2210,2220,-10,-80,-1.48,-1.34
2020-05-01,HT0113-08,4610,270,600,600,0,,,
2020-05-01,HT0113-09,73860,12670,26650,27180,-530,-4230,-3.67,-5.41
2020-05-01,HT0113-10,238410,19450,80880,79940,940,-3240,0,-1.34
2020-05-01,HT0113-11,178280,8720,58360,57660,690,5310,3.49,3.07
2020-05-01,HT0113-12,4330,200,360,390,-30,10,0.01,0.27
2020-05-01,HT0113-13,2280,410,370,370,0,0,,0
2020-05-01,HT0114-01,35630,2890,22600,22920,-320,470,0.48,1.35
2020-05-01,HT0114-02,1830,40,170,170,0,0,0,0
2020-05-01,HT0114-03,132020,4010,81800,82600,-800,-7280,-0.67,-5.23
2020-05-01,HT0114-04,14030,420,4440,4360,80,-470,-1.88,-3.23
2020-05-01,HT0114-05,242040,7490,102790,104900,-2100,-1600,-0.38,-0.66
2020-05-01,HT0115-01,40460,940,7430,7320,110,110,0.95,0.28
