date,pcod,presence,presence_perKm2,trips_in,trips_out,abnormality,presence_diffwithref,presence_pctchangewithref
2020-02-03,HT0811-02,12840,240,250,250,-0.69,-780,-5.7
2020-02-03,HT0811-03,22780,170,430,400,0.48,850,3.86
2020-02-03,HT0811-05,11320,280,280,280,-1.46,-1370,-10.79
2020-02-03,HT0811-06,16220,360,270,270,1.71,2020,14.24
2020-02-03,HT0811-07,7230,250,190,190,-0.76,-540,-6.92
2020-02-03,HT0811-08,25380,980,570,540,0.67,1360,5.65
2020-02-03,HT0811-09,21780,650,470,460,-1.08,-2070,-8.67
2020-02-03,HT0812-04,10800,380,160,160,1.15,950,9.62
2020-02-03,HT0814-01,15400,700,300,290,1.12,1260,8.91
2020-02-03,HT0814-03,10060,210,160,160,-0.48,-400,-3.86
2020-02-03,HT0815-01,13070,460,180,200,0.31,330,2.61
2020-02-03,HT0815-02,12330,270,240,230,-0.42,-490,-3.86
2020-02-03,HT0821-01,16410,1250,190,180,1.34,1700,11.52
2020-02-03,HT0822-03,14450,850,110,90,0.79,960,7.08
2020-02-03,HT0823-01,11220,170,100,100,-1.17,-1160,-9.34
2020-02-03,HT0831-01,9880,200,150,140,-0.62,-480,-4.61
2020-02-03,HT0832-02,12210,130,270,280,0.13,130,1.06
2020-02-03,HT0832-03,7640,250,140,140,-0.4,-260,-3.34
2020-02-03,HT0832-04,8520,220,140,150,1.15,740,9.55
2020-02-03,HT0833-01,16790,180,280,280,-1.3,-1870,-10.03
2020-02-03,HT0834-02,21330,570,390,370,0.51,850,4.14
2020-02-03,HT0834-04,11220,140,140,130,0.81,710,6.76
2020-02-03,HT0911-01,63250,3880,2690,2630,0.68,2300,3.77
2020-02-03,HT0911-02,9640,480,370,360,-0.85,-490,-4.85
2020-02-03,HT0911-03,100930,4720,5020,4970,-0.53,-2870,-2.76
2020-02-03,HT0911-04,28000,270,780,800,-0.7,-1040,-3.6
2020-02-03,HT0911-05,15910,130,340,350,-0.19,-140,-0.9
2020-02-03,HT0911-06,10970,150,340,330,-0.51,-290,-2.56
2020-02-03,HT0912-01,21440,330,680,720,1.06,1100,5.39
2020-02-03,HT0912-02,22820,200,700,710,0.67,740,3.34
2020-02-03,HT0913-01,12550,220,440,440,0.89,560,4.64
2020-02-03,HT0913-02,13460,150,390,390,0.41,280,2.15
2020-02-03,HT0913-03,49020,760,1970,2020,-1.08,-3100,-5.95
2020-02-03,HT0914-01,18680,710,650,680,0.09,90,0.47
2020-02-03,HT0914-02,13550,490,500,500,-0.72,-550,-3.92
2020-02-03,HT0921-01,10950,810,360,340,-1.58,-920,-7.79
2020-02-03,HT0921-02,45020,3430,1770,1760,0.95,2170,5.06
2020-02-03,HT0921-03,28730,1150,1070,1060,1.29,1750,6.5
2020-02-03,HT0921-04,19070,910,610,590,0.78,740,4.01
2020-02-03,HT0921-05,15420,750,470,490,-0.45,-400,-2.51
2020-02-03,HT0921-06,7410,360,210,190,-0.59,-230,-3.06
2020-02-03,HT0922-02,6740,270,150,150,0.91,310,4.9
2020-02-03,HT0922-03,14550,750,390,380,0.69,520,3.74
2020-02-03,HT0931-01,15790,100,250,250,-1.45,-1140,-6.72
2020-02-03,HT0931-02,17930,590,250,260,-0.61,-600,-3.22
2020-02-03,HT0932-03,16670,460,400,390,-0.68,-630,-3.67
2020-02-03,HT0933-01,14420,160,240,250,-0.52,-420,-2.8
2020-02-03,HT0933-02,14990,220,230,240,-0.12,-90,-0.61
2020-02-03,HT0933-03,9230,320,120,120,-0.08,-40,-0.4
2020-02-03,HT0934-01,33230,240,780,760,1.33,2190,7.05
2020-02-03,HT0934-02,27750,260,610,600,0.69,970,3.64
2020-02-03,HT0934-03,33550,330,840,850,0.87,1510,4.71
2020-02-03,HT0934-04,13760,430,280,270,0.21,140,1.02
2020-02-03,HT0934-05,23660,770,500,520,-1.39,-1640,-6.48
2020-02-03,HT0934-06,20840,650,430,430,1.72,1680,8.76
2020-02-03,HT0934-07,18630,390,280,270,0.2,180,0.97
2020-02-03,HT1011-01,70470,1390,5040,5070,0.59,5020,7.68
2020-02-03,HT1011-02,5990,120,140,140,-1.15,-930,-13.37
2020-02-03,HT1011-03,11990,260,620,610,0.71,1000,9.12
2020-02-03,HT1011-04,9730,440,430,420,-1.34,-1720,-15.05
2020-02-03,HT1012-01,9970,570,120,120,0.65,700,7.51
2020-02-03,HT1012-02,5450,270,60,60,-0.88,-600,-9.94
2020-02-03,HT1012-03,9440,330,290,300,0.1,100,1.11
2020-02-03,HT1013-01,7900,380,320,310,1.28,1070,15.73
2020-02-03,HT1013-02,11950,460,480,480,0.02,30,0.24
2020-02-03,HT1021-01,8110,280,240,230,0.04,40,0.5
2020-02-03,HT1021-02,17420,420,780,850,-0.51,-1200,-6.44
2020-02-03,HT1021-03,10200,280,210,210,-0.04,-50,-0.52
2020-02-03,HT1022-01,7500,130,90,90,-0.66,-640,-7.92
2020-02-03,HT1022-02,14760,260,390,410,0.87,1320,9.83
2020-02-03,HT1022-03,6860,170,90,90,-1.43,-1410,-17.05
2020-02-03,HT1023-01,9290,370,100,100,0.58,560,6.39
2020-02-03,HT1023-02,10160,180,110,110,0.17,220,2.18
2020-02-03,HT1023-03,15370,280,710,700,-1.32,-2880,-15.77
2020-02-03,HT1024-03,7530,360,80,80,1.08,910,13.83
2020-02-03,HT1025-01,17310,730,580,550,-1.17,-2480,-12.54
2020-02-03,HT1025-02,8240,220,380,380,-1.25,-1370,-14.29
2020-02-03,HT1025-03,8400,280,230,220,1.03,870,11.58
2020-02-03,HT1031-02,8940,240,180,200,0.06,70,0.76
2020-02-03,HT1031-03,8880,270,300,300,-0.98,-1100,-11.02
2020-02-03,HT1031-05,8490,150,100,100,-1,-1140,-11.82
2020-02-04,HT0111-01,403550,21970,156790,155250,-1.29,-141980,-26.03
2020-02-04,HT0111-02,58120,8390,21840,22430,-1.04,-15280,-20.81
2020-02-04,HT0111-03,260100,29030,73560,74270,-0.25,-13300,-4.87
2020-02-04,HT0112-01,272400,10450,103570,104920,-1.22,-102820,-27.4
2020-02-04,HT0113-02,4780,380,1050,1040,-0.32,-310,-6.08
2020-02-04,HT0113-03,2660,260,520,480,-0.64,-420,-13.7
2020-02-04,HT0113-04,4820,280,770,770,0.95,750,18.54
2020-02-04,HT0113-05,5940,460,370,350,1.27,620,11.75
2020-02-04,HT0113-06,3620,250,230,230,0.3,100,2.93
2020-02-04,HT0113-07,7390,760,1000,1030,1.59,1700,29.97
2020-02-04,HT0113-08,5120,300,370,370,1.11,450,9.69
2020-02-04,HT0113-09,84580,14510,20520,20600,0.41,6490,8.32
2020-02-04,HT0113-10,221150,18040,63580,64090,-0.42,-20500,-8.49
2020-02-04,HT0113-11,154910,7580,42390,42470,-0.5,-18060,-10.45
2020-02-04,HT0113-12,4430,200,300,300,0.25,110,2.62
2020-02-04,HT0113-13,2100,370,270,260,-0.41,-180,-7.82
2020-02-04,HT0114-01,38410,3120,8910,8900,0.46,3260,9.26
2020-02-04,HT0114-03,107770,3270,40730,41370,-1.21,-31530,-22.63
2020-02-04,HT0114-04,11970,350,3230,3170,-0.88,-2530,-17.42
2020-02-04,HT0114-05,181050,5610,62410,63280,-1.25,-62590,-25.69
2020-02-04,HT0115-01,36260,840,4460,4380,-1.02,-4090,-10.14
2020-02-04,HT0115-02,5080,130,470,480,0.31,130,2.7
2020-02-04,HT0115-03,19920,440,2100,2150,0.11,210,1.06
2020-02-04,HT0115-04,3510,100,150,170,1.02,340,10.67
2020-02-04,HT0115-05,5650,130,450,450,-0.54,-280,-4.73
2020-02-04,HT0116-01,6140,410,250,260,1.33,690,12.63
2020-02-04,HT0116-02,27390,790,2800,2800,-1.29,-4020,-12.79
2020-02-04,HT0116-03,15420,390,1100,1130,1.07,1360,9.65
2020-02-04,HT0117-01,201420,12360,68090,67160,-0.62,-28210,-12.29
2020-02-04,HT0117-02,41580,8170,11750,11340,-0.05,-450,-1.07
2020-02-04,HT0118-03,103760,6600,31570,31310,-0.49,-10460,-9.16
2020-02-04,HT0118-04,70960,5570,17030,17090,0.35,4580,6.9
2020-02-04,HT0121-01,164600,4060,15690,15650,0.53,7030,4.46
2020-02-04,HT0121-02,60730,1490,5210,5210,0.65,3600,6.3
2020-02-04,HT0121-03,14110,390,1150,1090,-0.9,-1270,-8.25
2020-02-04,HT0121-04,18350,680,1230,1240,0.92,1490,8.82
2020-02-04,HT0121-05,8930,230,210,250,0.66,520,6.22
2020-02-04,HT0122-01,30970,700,1600,1630,0.85,2250,7.82
2020-02-04,HT0122-11,235040,6090,20890,20840,-0.17,-3710,-1.55
2020-02-04,HT0122-12,20240,560,1210,1260,-0.32,-570,-2.75
2020-02-04,HT0123-01,78620,1770,6110,6020,0.34,2470,3.24
2020-02-04,HT0123-02,9240,150,580,550,-0.42,-400,-4.13
2020-02-04,HT0123-04,6500,220,310,310,-0.74,-450,-6.45
2020-02-04,HT0123-05,5420,200,190,180,-0.4,-200,-3.61
2020-02-04,HT0123-06,4200,200,70,70,-1.02,-440,-9.42
2020-02-04,HT0123-07,47090,1040,3970,3890,-0.9,-4080,-7.97
2020-02-04,HT0131-01,20920,500,5090,5060,-0.16,-650,-3.02
2020-02-04,HT0131-02,202670,4300,41050,41380,1.15,36460,21.94
2020-02-04,HT0131-03,94530,3620,17490,17730,1.53,21110,28.75
2020-02-04,HT0131-04,10140,460,580,580,0.22,220,2.19
2020-02-04,HT0131-05,17730,410,1750,1790,-1.17,-2320,-11.59
2020-02-04,HT0131-07,3740,30,60,60,0.23,80,2.13
2020-02-04,HT0131-08,6340,60,260,280,0.01,0,0.07
2020-02-04,HT0131-09,10590,190,720,760,0.25,230,2.26
2020-02-04,HT0131-10,8240,80,590,590,1.18,810,10.87
2020-02-04,HT0132-01,33760,240,2310,2320,1.22,3550,11.75
2020-02-04,HT0132-04,36710,510,3570,3620,-0.28,-1040,-2.75
2020-02-04,HT0133-01,8500,300,290,290,1.25,900,11.88
2020-02-04,HT0133-02,7190,60,170,170,0.86,540,8.12
2020-02-04,HT0133-03,37910,210,2140,2130,0.82,2770,7.87
2020-02-04,HT0133-04,6550,70,120,120,0.87,510,8.51
2020-02-04,HT0133-05,20400,260,1270,1280,-0.44,-880,-4.12
2020-02-04,HT0134-01,13390,230,750,780,1,1150,9.36
2020-02-04,HT0134-02,12670,320,590,630,-0.59,-760,-5.67
2020-02-04,HT0134-03,11910,230,480,500,0.21,220,1.9
2020-02-04,HT0134-04,10890,340,560,550,-0.08,-90,-0.8
2020-02-04,HT0134-05,7370,170,280,250,-0.24,-190,-2.47
2020-02-04,HT0135-01,50840,180,2840,2820,0.4,1820,3.7
2020-02-04,HT0141-02,6670,70,580,580,-1.02,-720,-9.77
2020-02-04,HT0141-03,129040,2770,13490,13350,0.19,2270,1.79
2020-02-04,HT0141-04,6820,90,310,290,0.31,190,2.83
2020-02-04,HT0141-05,8370,90,540,520,1.06,780,10.34
2020-02-04,HT0141-06,5880,70,330,350,-0.81,-500,-7.78
2020-02-04,HT0142-01,114000,2820,12750,12730,0.45,4780,4.38
2020-02-04,HT0142-02,2980,200,120,90,0.26,70,2.54
2020-02-04,HT0142-03,4060,110,270,270,-0.24,-90,-2.16
2020-02-04,HT0142-04,4960,40,290,290,0.95,410,9.14
2020-02-04,HT0151-02,282820,4200,14470,14280,0.45,11000,4.05
2020-02-04,HT0152-03,10900,160,230,220,1.37,1310,13.69
2020-02-04,HT0211-01,85900,1160,8370,8310,1.22,11010,14.71
2020-02-04,HT0211-02,2730,210,150,150,-0.66,-220,-7.42
2020-02-04,HT0211-03,15670,340,1390,1370,0.64,1010,6.87
2020-02-04,HT0211-04,6630,170,540,520,0.91,610,10.22
2020-02-04,HT0211-05,2810,180,150,150,0.04,10,0.42
2020-02-04,HT0211-06,46610,930,4890,4870,-0.36,-2080,-4.27
2020-02-04,HT0211-07,7240,160,730,730,-0.89,-750,-9.36
2020-02-04,HT0211-08,14040,610,990,980,1.4,1920,15.87
2020-02-04,HT0211-09,7880,250,610,620,0.97,720,10.06
2020-02-04,HT0211-10,9520,260,880,890,-0.96,-1140,-10.66
2020-02-04,HT0211-11,27760,410,2080,2120,0.95,2500,9.9
2020-02-04,HT0212-01,16630,650,1940,1980,-1.12,-2110,-11.24
2020-02-04,HT0212-02,7270,270,730,720,1.13,750,11.54
2020-02-04,HT0212-03,17170,320,1930,1930,-0.11,-220,-1.27
2020-02-04,HT0212-04,15570,320,1770,1700,-0.86,-1570,-9.17
2020-02-04,HT0212-05,15130,430,1430,1380,0.51,760,5.26
2020-02-04,HT0213-01,12530,790,1010,990,0.43,600,5.03
2020-02-04,HT0213-02,15510,580,1580,1520,-0.07,-110,-0.71
2020-02-04,HT0213-03,6500,410,400,400,0.39,240,3.85
2020-02-04,HT0213-04,6440,300,550,540,0.97,590,10.09
2020-02-04,HT0214-01,8670,230,570,570,0.68,570,7.09
2020-02-04,HT0214-02,4650,200,200,200,-0.9,-520,-9.97
2020-02-04,HT0214-03,14850,610,930,930,1.18,1790,13.73
2020-02-04,HT0221-01,9480,230,440,430,0.71,660,7.46
2020-02-04,HT0221-02,7950,220,550,540,0.13,120,1.5
2020-02-04,HT0221-04,4080,200,70,70,-0.09,-40,-1.02
2020-02-04,HT0221-05,11520,260,860,840,-1.29,-1880,-14.05
2020-02-04,HT0221-07,4590,260,90,90,1.38,550,13.65
2020-02-04,HT0221-08,7550,260,420,420,0.63,480,6.8
2020-02-04,HT0221-09,15420,200,960,970,-0.02,-40,-0.26
2020-02-04,HT0222-01,16760,250,1000,1000,-0.4,-750,-4.27
2020-02-04,HT0222-02,8330,330,330,320,0.31,270,3.32
2020-02-04,HT0222-04,4020,330,90,80,-0.07,-30,-0.71
2020-02-04,HT0222-06,15730,300,620,630,0.78,1250,8.63
2020-02-04,HT0231-01,10420,150,870,860,-0.13,-150,-1.41
2020-02-04,HT0231-02,10290,170,930,950,-0.86,-950,-8.47
2020-02-04,HT0231-03,6350,220,260,260,1.32,830,15.08
2020-02-04,HT0231-04,10060,190,750,760,0.22,260,2.65
2020-02-04,HT0231-05,15130,270,1160,1130,-1,-1730,-10.24
2020-02-04,HT0231-06,10010,190,440,450,0.82,770,8.37
2020-02-04,HT0231-07,15060,230,710,710,1.39,1880,14.29
2020-02-04,HT0232-01,14780,190,1000,960,-1.37,-2430,-14.14
2020-02-04,HT0233-01,23720,460,1380,1390,-0.66,-1910,-7.45
2020-02-04,HT0233-02,8590,120,440,440,-0.87,-870,-9.15
2020-02-04,HT0234-01,16720,130,750,690,0.8,1390,9.1
2020-02-04,HT0311-01,19590,940,1960,1930,0.25,620,3.27
2020-02-04,HT0311-02,177450,9300,21510,21710,1.68,32620,22.53
2020-02-04,HT0311-03,101120,7140,13350,13290,0.47,6420,6.77
2020-02-04,HT0312-01,16050,580,1070,1070,0.51,1170,7.89
2020-02-04,HT0312-02,15730,490,1090,1090,0.85,1660,11.82
2020-02-04,HT0313-01,13160,230,1370,1340,-1.29,-2860,-17.83
2020-02-04,HT0313-02,10390,260,610,600,-0.01,-10,-0.13
2020-02-04,HT0313-03,24920,730,2670,2730,-1.04,-4340,-14.84
2020-02-04,HT0321-01,10000,390,630,630,0.8,1090,12.21
2020-02-04,HT0321-02,24730,680,2300,2240,0.41,1250,5.34
2020-02-04,HT0321-03,10520,310,1000,980,0.02,30,0.29
2020-02-04,HT0322-01,14800,350,1180,1180,0.85,1640,12.45
2020-02-04,HT0322-02,19920,670,1790,1770,0.75,1960,10.91
2020-02-04,HT0322-03,8730,390,670,640,-0.65,-920,-9.58
2020-02-04,HT0323-01,8510,300,800,770,-0.35,-450,-5.02
2020-02-04,HT0323-02,13210,970,1490,1500,-0.77,-1610,-10.86
2020-02-04,HT0323-03,8100,280,840,800,-0.59,-660,-7.59
2020-02-04,HT0331-01,3890,200,150,160,-0.16,-80,-1.95
2020-02-04,HT0331-04,3410,190,70,70,0.76,320,10.4
2020-02-04,HT0331-05,5010,170,380,380,-1.49,-1320,-20.8
2020-02-04,HT0331-06,20100,1260,2520,2640,-1.39,-4370,-17.87
2020-02-04,HT0332-01,6540,230,210,170,0.31,280,4.43
2020-02-04,HT0332-02,14760,390,1280,1270,0.69,1320,9.83
2020-02-04,HT0341-01,4200,130,180,180,-0.85,-520,-10.96
2020-02-04,HT0341-02,3380,90,70,70,0.01,10,0.17
2020-02-04,HT0341-03,7890,260,550,520,0.79,760,10.69
2020-02-04,HT0341-04,45940,550,4880,4720,1.12,6590,16.74
2020-02-04,HT0342-01,4590,210,260,320,-0.88,-650,-12.45
2020-02-04,HT0342-02,3970,210,110,120,0.77,380,10.49
2020-02-04,HT0342-03,5570,160,410,410,-0.85,-790,-12.4
2020-02-04,HT0342-04,14720,580,1770,1760,-1.13,-2810,-16.03
2020-02-04,HT0343-01,12320,470,1230,1230,-0.33,-640,-4.93
2020-02-04,HT0343-02,7320,230,850,860,-1.06,-1350,-15.54
2020-02-04,HT0343-03,6320,270,210,210,0.8,640,11.18
2020-02-04,HT0344-01,32690,540,3250,3170,0.42,1940,6.33
2020-02-04,HT0344-02,11880,140,1220,1240,-0.85,-1420,-10.67
2020-02-04,HT0345-01,9950,330,840,840,-0.07,-100,-0.98
2020-02-04,HT0351-01,9820,290,920,920,-0.88,-1520,-13.44
2020-02-04,HT0351-03,11620,380,1060,1040,-1.04,-2060,-15.04
2020-02-04,HT0351-07,19750,500,1430,1400,1.17,2620,15.29
2020-02-04,HT0352-02,20650,2420,2160,2100,-0.23,-680,-3.2
2020-02-04,HT0352-03,5860,230,650,650,-1.41,-1450,-19.88
2020-02-04,HT0352-05,7460,260,970,940,-1.29,-1610,-17.78
2020-02-04,HT0352-06,7700,290,490,520,-0.36,-430,-5.35
2020-02-04,HT0361-03,8450,390,960,970,-0.6,-780,-8.44
2020-02-04,HT0361-04,21730,1500,2200,2180,0.16,510,2.38
2020-02-04,HT0361-05,62570,5760,10540,10900,-1.33,-14150,-18.44
2020-02-04,HT0362-02,19070,480,1680,1760,0.02,50,0.24
2020-02-04,HT0371-01,7250,560,560,550,0.02,20,0.32
2020-02-04,HT0371-05,5540,350,380,380,-0.83,-750,-11.86
2020-02-04,HT0371-07,29590,2230,3440,3430,0.16,710,2.46
2020-02-04,HT0371-08,10540,440,1150,1180,0.02,30,0.33
2020-02-04,HT0372-01,17280,770,2090,1970,-1.13,-3030,-14.92
2020-02-04,HT0372-02,3880,230,120,120,-0.45,-270,-6.44
2020-02-04,HT0372-03,7130,450,750,730,0.29,270,3.95
2020-02-04,HT0372-04,3130,360,70,70,-0.03,-10,-0.37
2020-02-04,HT0372-08,9220,390,1000,980,0.29,390,4.41
2020-02-04,HT0411-01,21950,260,680,660,-0.68,-1110,-4.81
2020-02-04,HT0412-01,14340,210,280,280,0.15,130,0.94
2020-02-04,HT0413-02,9700,400,330,330,0.91,610,6.72
2020-02-04,HT0421-01,86620,1460,3930,3800,0.6,3640,4.39
2020-02-04,HT0421-03,8960,190,130,130,-0.33,-210,-2.33
2020-02-04,HT0422-01,11820,350,270,260,1.11,850,7.72
2020-02-04,HT0423-01,17290,280,370,380,0.75,800,4.86
2020-02-04,HT0431-02,7440,160,320,320,0.46,240,3.28
2020-02-04,HT0431-03,36650,530,1820,1880,-0.65,-1720,-4.5
2020-02-04,HT0432-06,8900,240,380,380,-0.67,-430,-4.61
2020-02-04,HT0433-01,18030,150,640,610,0.23,290,1.63
2020-02-04,HT0433-02,13630,270,470,490,1.3,1230,9.89
2020-02-04,HT0441-01,11360,140,400,390,1.03,780,7.38
2020-02-04,HT0442-02,10200,310,170,170,-0.12,-90,-0.88
2020-02-04,HT0443-01,13550,190,510,520,-0.46,-420,-3.02
2020-02-04,HT0443-02,18350,140,620,610,-0.73,-920,-4.77
2020-02-04,HT0511-01,241120,2600,20940,21010,-0.03,-660,-0.27
2020-02-04,HT0511-02,102590,550,9110,9110,-1.06,-9100,-8.15
2020-02-04,HT0511-03,21950,130,1360,1320,-0.14,-240,-1.1
2020-02-04,HT0511-04,14430,280,1020,1050,-0.49,-610,-4.06
2020-02-04,HT0511-05,9670,150,450,470,1.44,1020,11.78
2020-02-04,HT0512-01,19040,320,1150,1140,1.27,1830,10.62
2020-02-04,HT0512-02,16670,350,1120,1130,-0.1,-140,-0.83
2020-02-04,HT0512-03,5690,100,110,110,1.34,580,11.27
2020-02-04,HT0512-04,11540,260,760,760,-0.67,-610,-5.02
2020-02-04,HT0513-01,28850,520,1790,1850,-0.44,-1020,-3.43
2020-02-04,HT0513-02,16900,140,1250,1230,-0.5,-680,-3.89
2020-02-04,HT0521-01,7890,240,480,460,0.09,60,0.79
2020-02-04,HT0521-02,14120,350,730,740,-0.02,-30,-0.22
2020-02-04,HT0521-03,59910,1640,4290,4250,0.53,2470,4.3
2020-02-04,HT0521-04,18940,480,1120,1140,0.61,920,5.09
2020-02-04,HT0521-05,6390,200,110,120,0.78,380,6.3
2020-02-04,HT0521-06,23620,220,1380,1340,-0.22,-440,-1.82
2020-02-04,HT0521-07,14730,240,770,790,-0.18,-220,-1.49
2020-02-04,HT0521-08,19200,400,1160,1150,0.51,710,3.84
2020-02-04,HT0522-01,11290,130,650,650,-0.62,-570,-4.82
2020-02-04,HT0522-02,8360,170,330,330,-0.75,-470,-5.32
2020-02-04,HT0522-03,9850,240,400,380,-0.25,-190,-1.91
2020-02-04,HT0523-01,11830,40,410,410,0.36,300,2.61
2020-02-04,HT0523-02,88090,560,5210,5150,1.02,6120,7.47
2020-02-04,HT0531-01,22350,440,1350,1380,-0.29,-540,-2.37
2020-02-04,HT0531-02,61620,440,4390,4400,-0.43,-2330,-3.64
2020-02-04,HT0531-03,10620,230,730,720,-0.72,-650,-5.8
2020-02-04,HT0531-04,15880,160,1060,1020,-0.36,-470,-2.9
2020-02-04,HT0531-05,64140,340,4660,4690,0.46,2090,3.37
2020-02-04,HT0531-06,101980,3190,9290,9330,-1.05,-9840,-8.8
2020-02-04,HT0532-01,43440,1290,3180,3190,0.29,960,2.25
2020-02-04,HT0532-02,25280,410,1820,1860,-0.68,-1450,-5.41
2020-02-04,HT0532-03,14270,460,870,870,0.57,640,4.7
2020-02-04,HT0532-04,29480,280,2270,2260,-0.64,-1510,-4.88
2020-02-04,HT0532-05,26270,350,1860,1900,-0.02,-40,-0.14
2020-02-04,HT0532-06,12040,300,680,670,-0.46,-450,-3.63
2020-02-04,HT0533-01,21710,260,1490,1480,0.69,1170,5.69
2020-02-04,HT0533-02,12620,200,770,740,0.73,740,6.19
2020-02-04,HT0541-01,25740,680,2010,2050,-1.03,-2330,-8.31
2020-02-04,HT0541-02,31500,510,2130,2150,0.19,450,1.45
2020-02-04,HT0541-03,79910,710,6120,5930,1.18,6890,9.44
2020-02-04,HT0541-04,21500,220,1440,1420,-0.18,-350,-1.62
2020-02-04,HT0541-05,11770,260,690,670,-0.2,-200,-1.66
2020-02-04,HT0542-01,43560,910,3160,3090,0.95,3070,7.57
2020-02-04,HT0542-02,14120,430,890,880,0.5,600,4.44
2020-02-04,HT0542-03,73400,1140,5940,6040,0.86,4850,7.07
2020-02-04,HT0542-04,26910,190,1760,1730,1.07,2390,9.74
2020-02-04,HT0542-05,16570,140,1010,1010,0.63,760,4.79
2020-02-04,HT0542-06,16210,170,1140,1120,-0.12,-180,-1.08
2020-02-04,HT0543-01,24980,490,1510,1480,0.57,1140,4.78
2020-02-04,HT0544-01,42900,430,2830,2890,0.99,3180,8
2020-02-04,HT0551-01,32350,420,2150,2110,0.69,1600,5.21
2020-02-04,HT0551-03,29650,770,1740,1770,1.21,2730,10.15
2020-02-04,HT0551-04,16110,240,1010,1010,-0.7,-950,-5.54
2020-02-04,HT0551-05,8920,200,460,450,-1.27,-990,-10
2020-02-04,HT0551-06,15870,150,900,940,0.77,930,6.2
2020-02-04,HT0551-07,20230,210,1180,1140,0.5,840,4.36
2020-02-04,HT0551-08,26420,210,1530,1560,0.25,510,1.98
2020-02-04,HT0552-01,18890,430,950,920,0.74,1000,5.56
2020-02-04,HT0552-03,9250,290,600,590,0.18,120,1.31
2020-02-04,HT0611-01,57750,320,3880,3840,-0.92,-3860,-6.27
2020-02-04,HT0611-02,17090,160,650,640,0.42,450,2.7
2020-02-04,HT0611-03,22870,190,820,810,-0.24,-350,-1.53
2020-02-04,HT0611-04,23810,140,920,950,0.59,920,4.01
2020-02-04,HT0612-01,33620,310,2010,2010,-0.75,-1790,-5.06
2020-02-04,HT0612-02,8790,130,390,370,-0.74,-430,-4.7
2020-02-04,HT0612-03,13080,110,590,590,-1.08,-1010,-7.15
2020-02-04,HT0613-01,24380,210,1130,1110,-0.57,-870,-3.44
2020-02-04,HT0613-02,13830,190,510,520,-0.61,-550,-3.82
2020-02-04,HT0613-03,6050,100,190,190,-1.06,-460,-7.1
2020-02-04,HT0613-04,15560,140,630,600,-0.72,-730,-4.49
2020-02-04,HT0614-01,24750,160,870,880,1.09,1770,7.69
2020-02-04,HT0621-01,38920,550,2220,2210,-0.72,-2010,-4.92
2020-02-04,HT0621-02,6570,70,130,130,-0.83,-380,-5.43
2020-02-04,HT0621-03,11780,140,560,560,0.14,110,0.93
2020-02-04,HT0621-04,79930,1070,5030,5060,0.33,1620,2.07
2020-02-04,HT0622-01,13270,290,720,720,-1.05,-900,-6.37
2020-02-04,HT0622-02,9910,160,490,500,-0.69,-470,-4.48
2020-02-04,HT0622-03,8700,240,530,550,0.08,50,0.56
2020-02-04,HT0623-01,9810,110,440,430,0.41,280,2.95
2020-02-04,HT0623-02,20740,170,1140,1150,-0.92,-1310,-5.92
2020-02-04,HT0623-03,23850,170,1090,1090,0.42,690,2.96
2020-02-04,HT0631-01,13520,200,580,580,-0.93,-820,-5.7
2020-02-04,HT0631-02,30090,390,1350,1340,-0.3,-580,-1.9
2020-02-04,HT0632-01,48680,370,1960,1930,-0.2,-640,-1.3
2020-02-04,HT0632-02,16760,160,660,690,-0.9,-1040,-5.82
2020-02-04,HT0632-03,17370,260,680,670,-0.61,-740,-4.06
2020-02-04,HT0633-01,8980,170,370,360,0.6,310,3.57
2020-02-04,HT0633-02,26900,240,890,880,0.8,1280,4.98
2020-02-04,HT0641-01,20800,140,320,320,0.62,860,4.32
2020-02-04,HT0641-02,26010,210,720,720,1.34,2100,8.77
2020-02-04,HT0641-03,12520,140,240,240,0.46,360,2.96
2020-02-04,HT0642-01,35730,310,1690,1630,-0.85,-2100,-5.54
2020-02-04,HT0642-02,25920,210,900,860,-0.67,-1290,-4.72
2020-02-04,HT0711-01,70450,1340,5410,5430,-0.24,-2340,-3.21
2020-02-04,HT0711-02,9090,230,290,290,1.15,1230,15.64
2020-02-04,HT0711-03,11880,320,450,470,0.49,750,6.74
2020-02-04,HT0711-04,38280,1570,2650,2570,-0.59,-3100,-7.49
2020-02-04,HT0711-05,6850,240,160,160,-0.74,-770,-10.09
2020-02-04,HT0711-06,8070,230,300,310,-0.42,-460,-5.35
2020-02-04,HT0712-01,24140,570,1390,1340,-0.91,-3490,-12.64
2020-02-04,HT0712-02,15190,310,860,860,-1.01,-2410,-13.67
2020-02-04,HT0712-03,17440,330,690,720,-0.4,-1070,-5.77
2020-02-04,HT0713-01,7010,280,80,60,0.23,230,3.38
2020-02-04,HT0713-02,12800,400,650,630,-1.18,-2460,-16.1
2020-02-04,HT0713-03,10690,110,300,310,0.12,170,1.58
2020-02-04,HT0714-01,15340,570,530,530,0.72,1370,9.84
2020-02-04,HT0714-02,17050,250,650,640,-0.73,-1870,-9.9
2020-02-04,HT0714-03,11710,360,110,110,1.25,1770,17.82
2020-02-04,HT0715-01,7170,240,160,170,-1.33,-1600,-18.2
2020-02-04,HT0715-03,7520,140,90,90,-1.02,-1190,-13.64
2020-02-04,HT0716-01,14000,310,310,310,-0.22,-450,-3.14
