date,pcod_from,pcod_to,relocations,relocations_diffwithref,abnormality,relocations_pctchangewithref
2020-07-01,HT0115-03,HT0131-02,130,-50,-1.11,-31.99
2020-07-01,HT0115-03,HT0131-03,80,0,-0.24,1
2020-07-01,HT0115-03,HT0142-01,70,80,2.67,104.55
2020-07-01,HT0115-04,HT0111-01,60,-20,-0.78,-22.9
2020-07-01,HT0115-04,HT0114-05,80,20,0.37,29.91
2020-07-01,HT0115-05,HT0111-01,110,-30,-0.9,-19.07
2020-07-01,HT0115-05,HT0112-01,90,-40,-0.89,-30.2
2020-07-01,HT0115-05,HT0114-05,190,50,0.34,31.96
2020-07-01,HT0115-05,HT0118-03,90,50,5,123.59
2020-07-01,HT0116-02,HT0111-01,390,-140,-0.95,-24.35
2020-07-01,HT0116-02,HT0111-02,100,20,0.59,24.15
2020-07-01,HT0116-02,HT0111-03,260,-50,-0.26,-12.78
2020-07-01,HT0116-02,HT0112-01,230,-130,-1.04,-34.13
2020-07-01,HT0116-02,HT0113-09,90,10,0.16,9.33
2020-07-01,HT0116-02,HT0113-10,360,20,0.58,4.75
2020-07-01,HT0116-02,HT0113-11,210,-140,-0.68,-39.8
2020-07-01,HT0116-02,HT0114-03,90,-40,-0.81,-31.27
2020-07-01,HT0116-02,HT0114-05,240,50,0.2,22.84
2020-07-01,HT0116-02,HT0117-01,200,-10,-0.51,-4.69
2020-07-01,HT0116-02,HT0118-03,200,110,4.06,108.27
2020-07-01,HT0116-02,HT0118-04,80,20,1.72,50.22
2020-07-01,HT0116-02,HT0121-01,80,-10,0.16,-5.71
2020-07-01,HT0116-02,HT0122-11,60,-10,-0.25,-8.45
2020-07-01,HT0116-02,HT0131-02,90,-40,-1.5,-35.28
2020-07-01,HT0116-02,HT0141-03,110,30,0.44,15.12
2020-07-01,HT0116-02,HT0142-01,140,140,2.05,90.33
2020-07-01,HT0116-02,HT0151-02,60,0,0,-1.27
2020-07-01,HT0116-02,HT0211-01,60,-20,-0.49,-14.51
2020-07-01,HT0116-02,HT0311-02,60,10,0.68,17.76
2020-07-01,HT0116-02,HT0511-01,60,10,0.45,4.68
2020-07-01,HT0116-03,HT0111-01,230,-100,-1.29,-26.72
2020-07-01,HT0116-03,HT0111-02,60,10,0.61,22.55
2020-07-01,HT0116-03,HT0111-03,150,-30,-0.24,-15.55
2020-07-01,HT0116-03,HT0112-01,140,-80,-1.02,-34.17
2020-07-01,HT0116-03,HT0113-10,200,0,0.49,-0.19
2020-07-01,HT0116-03,HT0113-11,100,-80,-0.69,-42.07
2020-07-01,HT0116-03,HT0114-05,150,30,0.2,21.89
2020-07-01,HT0116-03,HT0117-01,120,-20,-0.37,-11.84
2020-07-01,HT0116-03,HT0118-03,120,70,3.71,103.57
2020-07-01,HT0116-03,HT0121-01,70,-10,0.05,-4.57
2020-07-01,HT0116-03,HT0131-02,60,-20,-1.68,-32.74
2020-07-01,HT0116-03,HT0141-03,80,30,0.08,18.5
2020-07-01,HT0116-03,HT0142-01,80,80,2.24,85.24
2020-07-01,HT0117-01,HT0111-01,13830,-5630,-1.46,-26.53
2020-07-01,HT0117-01,HT0111-02,2700,650,0.72,22.74
2020-07-01,HT0117-01,HT0111-03,5230,-1190,-0.21,-16.27
2020-07-01,HT0117-01,HT0112-01,5610,-3410,-1.04,-35.12
2020-07-01,HT0117-01,HT0113-02,60,-20,-0.28,-22.94
2020-07-01,HT0117-01,HT0113-07,90,20,0.77,23.83
2020-07-01,HT0117-01,HT0113-09,1310,160,0.38,11.9
2020-07-01,HT0117-01,HT0113-10,3560,-30,0.52,-0.65
2020-07-01,HT0117-01,HT0113-11,1130,-800,-0.77,-41.07
2020-07-01,HT0117-01,HT0114-01,1020,190,0.46,28.07
2020-07-01,HT0117-01,HT0114-03,2060,-1080,-0.99,-31.9
2020-07-01,HT0117-01,HT0114-04,100,-90,-0.49,-31.17
2020-07-01,HT0117-01,HT0114-05,3840,820,0.25,25.42
2020-07-01,HT0117-01,HT0115-01,210,-160,-0.39,-25.96
2020-07-01,HT0117-01,HT0115-03,90,-80,-0.5,-26.67
2020-07-01,HT0117-01,HT0116-02,100,-30,-0.41,-12.02
2020-07-01,HT0117-01,HT0116-03,70,100,2.12,64.13
2020-07-01,HT0117-01,HT0117-02,1050,-120,0.04,-9.66
2020-07-01,HT0117-01,HT0118-03,4110,2240,3.8,102.81
2020-07-01,HT0117-01,HT0118-04,1240,330,1.5,48.76
2020-07-01,HT0117-01,HT0121-01,370,-50,0.06,-5.9
2020-07-01,HT0117-01,HT0121-02,110,-90,-0.69,-25.63
2020-07-01,HT0117-01,HT0121-03,80,70,2,72.91
2020-07-01,HT0117-01,HT0122-11,360,-90,-0.22,-9.83
2020-07-01,HT0117-01,HT0123-01,80,-120,-0.68,-40.16
2020-07-01,HT0117-01,HT0123-07,120,20,0.77,9.43
2020-07-01,HT0117-01,HT0131-01,730,80,0.4,12.99
2020-07-01,HT0117-01,HT0131-02,1440,-660,-1.74,-34.73
2020-07-01,HT0117-01,HT0131-03,760,-30,-0.19,-3.15
2020-07-01,HT0117-01,HT0131-05,100,80,0.8,34.01
2020-07-01,HT0117-01,HT0131-10,60,10,-0.02,7.58
2020-07-01,HT0117-01,HT0132-01,60,-70,-1.12,-38.68
2020-07-01,HT0117-01,HT0132-04,110,-100,-1.56,-31.5
2020-07-01,HT0117-01,HT0133-03,80,20,0.73,11.61
2020-07-01,HT0117-01,HT0135-01,70,-30,-0.09,-19.07
2020-07-01,HT0117-01,HT0141-03,510,150,0.1,17.85
2020-07-01,HT0117-01,HT0142-01,1230,1240,1.97,86.88
2020-07-01,HT0117-01,HT0151-02,400,0,-0.03,-4.79
2020-07-01,HT0117-01,HT0211-01,230,-100,-0.45,-19.39
2020-07-01,HT0117-01,HT0211-03,70,-10,-0.34,-7.77
2020-07-01,HT0117-01,HT0211-06,100,-120,-0.64,-36.08
2020-07-01,HT0117-01,HT0212-01,90,-60,-0.7,-25.7
2020-07-01,HT0117-01,HT0212-03,80,-70,-0.22,-21.17
2020-07-01,HT0117-01,HT0212-04,140,150,1.84,57.02
2020-07-01,HT0117-01,HT0212-05,130,170,1.8,79.32
2020-07-01,HT0117-01,HT0213-01,90,70,3.13,60.11
2020-07-01,HT0117-01,HT0213-02,70,-30,-0.74,-13.31
2020-07-01,HT0117-01,HT0214-03,60,50,1.88,68.83
2020-07-01,HT0117-01,HT0231-01,70,50,0.83,35.73
2020-07-01,HT0117-01,HT0311-02,520,100,0.66,13.14
2020-07-01,HT0117-01,HT0311-03,210,-90,-0.54,-19.64
2020-07-01,HT0117-01,HT0313-01,70,40,0.77,38.1
2020-07-01,HT0117-01,HT0313-03,60,-40,-0.66,-28.65
2020-07-01,HT0117-01,HT0321-02,170,150,4,127.66
2020-07-01,HT0117-01,HT0331-06,80,-20,-0.41,-16.73
2020-07-01,HT0117-01,HT0332-02,60,30,0.69,23.42
2020-07-01,HT0117-01,HT0341-04,120,-70,-0.69,-30.01
2020-07-01,HT0117-01,HT0342-04,70,0,0.03,3.83
2020-07-01,HT0117-01,HT0344-01,80,-40,-0.22,-23.92
2020-07-01,HT0117-01,HT0351-01,60,50,4.84,84.65
2020-07-01,HT0117-01,HT0351-03,80,60,3.32,108.43
2020-07-01,HT0117-01,HT0351-07,70,20,0.96,30.38
2020-07-01,HT0117-01,HT0352-02,60,0,0.27,-0.84
2020-07-01,HT0117-01,HT0361-04,90,30,0.69,23.02
2020-07-01,HT0117-01,HT0361-05,220,-80,-0.42,-20.02
2020-07-01,HT0117-01,HT0371-07,210,150,3.61,104.28
2020-07-01,HT0117-01,HT0372-01,90,40,1.43,41.09
2020-07-01,HT0117-01,HT0421-01,70,-40,-0.32,-15.61
2020-07-01,HT0117-01,HT0431-03,80,90,1.16,53.43
2020-07-01,HT0117-01,HT0511-01,390,0,0.36,0.18
2020-07-01,HT0117-01,HT0511-02,110,-170,-0.99,-37.46
2020-07-01,HT0117-01,HT0512-01,80,180,3.15,119.05
2020-07-01,HT0117-01,HT0521-03,110,90,1.66,38.74
2020-07-01,HT0117-01,HT0521-06,60,70,3.64,88.03
2020-07-01,HT0117-01,HT0523-02,100,-40,-0.49,-16.3
2020-07-01,HT0117-01,HT0531-02,220,250,3.04,98.66
2020-07-01,HT0117-01,HT0531-04,60,80,3.24,78.38
2020-07-01,HT0117-01,HT0531-05,150,150,1.31,55.61
2020-07-01,HT0117-01,HT0531-06,200,-30,0.11,-5.08
2020-07-01,HT0117-01,HT0532-01,60,-80,-1.17,-35.79
2020-07-01,HT0117-01,HT0532-02,80,20,0.44,13.22
2020-07-01,HT0117-01,HT0532-04,70,-70,-0.61,-27.69
2020-07-01,HT0117-01,HT0532-05,90,20,0.94,12.68
2020-07-01,HT0117-01,HT0533-01,90,0,0.1,1.4
2020-07-01,HT0117-01,HT0541-01,120,180,4.39,124.17
2020-07-01,HT0117-01,HT0541-03,190,90,0.79,21.02
2020-07-01,HT0117-01,HT0541-04,80,70,2.24,48.18
2020-07-01,HT0117-01,HT0542-01,180,230,2.66,103.54
2020-07-01,HT0117-01,HT0542-02,60,90,2.68,75.23
2020-07-01,HT0117-01,HT0542-03,220,50,0.3,10.32
2020-07-01,HT0117-01,HT0542-04,110,50,1.8,22.82
2020-07-01,HT0117-01,HT0542-06,100,150,2.4,67.28
2020-07-01,HT0117-01,HT0544-01,90,40,0.7,25.33
2020-07-01,HT0117-01,HT0551-01,100,90,1.71,45.69
2020-07-01,HT0117-01,HT0551-03,120,180,2.15,96.42
2020-07-01,HT0117-01,HT0551-05,60,80,3.49,108.63
2020-07-01,HT0117-01,HT0551-08,90,70,0.97,41.04
2020-07-01,HT0117-01,HT0552-01,80,90,4.12,85.83
2020-07-01,HT0117-01,HT0611-01,230,350,2.39,100.19
2020-07-01,HT0117-01,HT0612-01,60,-40,-0.63,-17.93
2020-07-01,HT0117-01,HT0613-01,70,90,1.76,79.02
2020-07-01,HT0117-01,HT0621-04,170,30,0.06,5.73
2020-07-01,HT0117-01,HT0622-01,70,70,1.78,59.96
2020-07-01,HT0117-01,HT0622-03,60,150,6.68,83.72
2020-07-01,HT0117-01,HT0623-03,80,100,2.42,77.54
2020-07-01,HT0117-01,HT0642-01,60,20,0,14.82
2020-07-01,HT0117-01,HT0711-01,80,-20,-0.46,-15.36
2020-07-01,HT0117-01,HT0711-04,70,20,0.74,30.62
2020-07-01,HT0117-01,HT0911-01,60,40,1.06,20.54
2020-07-01,HT0117-01,HT0911-03,100,70,0.62,22.01
2020-07-01,HT0117-01,HT1011-01,90,-20,0,-10.87
2020-07-01,HT0117-02,HT0111-01,1920,-620,-0.77,-22.42
2020-07-01,HT0117-02,HT0111-02,360,100,0.45,28.79
2020-07-01,HT0117-02,HT0111-03,670,-100,-0.28,-11.68
2020-07-01,HT0117-02,HT0112-01,1880,-1000,-1.09,-32.1
2020-07-01,HT0117-02,HT0113-09,180,20,0.16,8.63
2020-07-01,HT0117-02,HT0113-10,510,10,0.55,1.57
2020-07-01,HT0117-02,HT0113-11,170,-100,-0.71,-36.93
2020-07-01,HT0117-02,HT0114-01,190,40,0.43,29.11
2020-07-01,HT0117-02,HT0114-03,330,-150,-1.02,-28.66
2020-07-01,HT0117-02,HT0114-05,880,190,0.32,25.15
2020-07-01,HT0117-02,HT0117-01,1020,-60,-0.39,-4.7
2020-07-01,HT0117-02,HT0118-03,1180,650,3.75,106.48
2020-07-01,HT0117-02,HT0118-04,290,80,1.59,55.61
2020-07-01,HT0117-02,HT0121-01,60,-10,0.11,-9.74
2020-07-01,HT0117-02,HT0122-11,60,-10,-0.19,-5.51
2020-07-01,HT0117-02,HT0131-01,250,40,0.41,19.37
2020-07-01,HT0117-02,HT0131-02,330,-150,-1.43,-34.81
2020-07-01,HT0117-02,HT0131-03,160,-10,-0.36,-2.58
2020-07-01,HT0117-02,HT0141-03,80,20,0.24,14.89
2020-07-01,HT0117-02,HT0142-01,190,200,2.44,97.75
2020-07-01,HT0117-02,HT0151-02,70,0,0.06,-2.13
2020-07-01,HT0117-02,HT0311-02,90,20,0.6,17.38
2020-07-01,HT0117-02,HT0511-01,70,10,0.52,7.28
2020-07-01,HT0118-03,HT0111-01,3840,-1030,-1.16,-19.29
2020-07-01,HT0118-03,HT0111-02,800,260,0.99,32.95
2020-07-01,HT0118-03,HT0111-03,1590,-140,0,-6.88
2020-07-01,HT0118-03,HT0112-01,4770,-2160,-0.76,-28.69
2020-07-01,HT0118-03,HT0113-09,440,80,0.5,19.27
2020-07-01,HT0118-03,HT0113-10,1320,70,0.68,5.31
2020-07-01,HT0118-03,HT0113-11,470,-260,-0.59,-35.08
2020-07-01,HT0118-03,HT0114-01,500,120,0.62,36.85
2020-07-01,HT0118-03,HT0114-03,780,-310,-0.79,-26.28
2020-07-01,HT0118-03,HT0114-04,100,-60,-0.37,-23.93
2020-07-01,HT0118-03,HT0114-05,3900,990,0.43,31.51
2020-07-01,HT0118-03,HT0115-01,100,-50,-0.25,-18.75
2020-07-01,HT0118-03,HT0115-03,60,-40,-0.33,-20.39
2020-07-01,HT0118-03,HT0117-01,1900,-100,-0.26,-4.41
2020-07-01,HT0118-03,HT0117-02,560,-20,0.18,-2.5
2020-07-01,HT0118-03,HT0118-04,1350,420,1.8,60.98
2020-07-01,HT0118-03,HT0121-01,180,-10,0.33,-1.51
2020-07-01,HT0118-03,HT0122-11,190,-10,0,-2.34
2020-07-01,HT0118-03,HT0123-07,60,20,1.13,19.78
2020-07-01,HT0118-03,HT0131-01,410,70,0.67,23.27
2020-07-01,HT0118-03,HT0131-02,1400,-470,-1.71,-28.21
2020-07-01,HT0118-03,HT0131-03,630,60,0,8.02
2020-07-01,HT0118-03,HT0131-05,80,60,0.85,36.14
2020-07-01,HT0118-03,HT0132-04,80,-60,-1.28,-25.78
2020-07-01,HT0118-03,HT0141-03,240,100,0.4,26.13
2020-07-01,HT0118-03,HT0142-01,500,540,2.97,100.68
2020-07-01,HT0118-03,HT0151-02,210,0,0.18,4.97
2020-07-01,HT0118-03,HT0211-01,110,-30,-0.27,-13.74
2020-07-01,HT0118-03,HT0212-04,90,110,2.41,70.4
2020-07-01,HT0118-03,HT0212-05,80,120,2.74,103.74
2020-07-01,HT0118-03,HT0311-02,290,100,0.83,27.2
2020-07-01,HT0118-03,HT0311-03,120,-50,-0.39,-19.4
2020-07-01,HT0118-03,HT0321-02,90,90,4.53,144.09
2020-07-01,HT0118-03,HT0341-04,70,-30,-0.49,-23.23
2020-07-01,HT0118-03,HT0361-05,120,-20,-0.29,-8.35
2020-07-01,HT0118-03,HT0371-07,110,90,5.54,128.03
2020-07-01,HT0118-03,HT0511-01,200,50,0.58,10.76
2020-07-01,HT0118-03,HT0511-02,60,-70,-0.9,-31.45
2020-07-01,HT0118-03,HT0521-03,60,50,2.31,44.9
2020-07-01,HT0118-03,HT0531-02,110,140,3.72,118.56
2020-07-01,HT0118-03,HT0531-05,80,90,2.06,74.28
2020-07-01,HT0118-03,HT0531-06,100,0,0.3,1.56
2020-07-01,HT0118-03,HT0541-01,60,90,4.17,133.02
2020-07-01,HT0118-03,HT0541-03,90,50,0.79,25.2
2020-07-01,HT0118-03,HT0542-01,90,130,3.34,124.42
2020-07-01,HT0118-03,HT0542-03,110,40,0.34,15.31
2020-07-01,HT0118-03,HT0542-04,60,40,2.54,34.66
2020-07-01,HT0118-03,HT0551-03,70,100,2.6,115.94
2020-07-01,HT0118-03,HT0611-01,140,240,3.3,121.79
2020-07-01,HT0118-03,HT0621-04,110,30,0.16,10.53
2020-07-01,HT0118-04,HT0111-01,1170,-400,-0.83,-23.14
2020-07-01,HT0118-04,HT0111-02,260,70,0.71,27.49
2020-07-01,HT0118-04,HT0111-03,540,-90,-0.23,-12
2020-07-01,HT0118-04,HT0112-01,1080,-560,-0.9,-31.48
2020-07-01,HT0118-04,HT0113-09,160,20,0.42,15.28
2020-07-01,HT0118-04,HT0113-10,480,30,0.58,6.5
2020-07-01,HT0118-04,HT0113-11,170,-110,-0.74,-38.43
2020-07-01,HT0118-04,HT0114-01,170,40,0.6,34.42
2020-07-01,HT0118-04,HT0114-03,250,-120,-0.91,-29.07
2020-07-01,HT0118-04,HT0114-04,60,-40,-0.51,-26.61
2020-07-01,HT0118-04,HT0114-05,3640,860,0.43,28.97
2020-07-01,HT0118-04,HT0117-01,580,-30,-0.42,-4.65
2020-07-01,HT0118-04,HT0117-02,140,0,0.08,-2.69
2020-07-01,HT0118-04,HT0118-03,1360,760,3.62,106.95
2020-07-01,HT0118-04,HT0121-01,70,0,0.2,-2.05
2020-07-01,HT0118-04,HT0122-11,80,-10,-0.09,-6.04
2020-07-01,HT0118-04,HT0131-01,100,10,0.54,18.29
2020-07-01,HT0118-04,HT0131-02,940,-360,-1.37,-30.71
2020-07-01,HT0118-04,HT0131-03,420,10,-0.19,1.62
2020-07-01,HT0118-04,HT0141-03,90,30,0.31,20.41
2020-07-01,HT0118-04,HT0142-01,180,190,2.56,96.99
2020-07-01,HT0118-04,HT0151-02,80,0,0,-1.27
2020-07-01,HT0118-04,HT0311-02,120,30,0.65,18.29
2020-07-01,HT0118-04,HT0511-01,80,10,0.56,5.52
2020-07-01,HT0118-04,HT0611-01,60,100,3.05,110.97
2020-07-01,HT0121-01,HT0111-01,1390,-440,-1.06,-22.01
2020-07-01,HT0121-01,HT0111-02,340,90,0.85,26.7
2020-07-01,HT0121-01,HT0111-03,870,-150,-0.06,-12.85
2020-07-01,HT0121-01,HT0112-01,860,-440,-0.82,-31.58
2020-07-01,HT0121-01,HT0113-09,290,50,0.26,16.37
2020-07-01,HT0121-01,HT0113-10,1050,20,0.61,1.69
2020-07-01,HT0121-01,HT0113-11,500,-320,-0.62,-39.21
2020-07-01,HT0121-01,HT0114-01,180,40,0.59,35.3
2020-07-01,HT0121-01,HT0114-03,310,-140,-0.83,-28.56
2020-07-01,HT0121-01,HT0114-05,970,260,0.47,34.2
2020-07-01,HT0121-01,HT0116-02,70,-10,-0.24,-8.23
2020-07-01,HT0121-01,HT0116-03,80,120,2.28,76.72
2020-07-01,HT0121-01,HT0117-01,730,-70,-0.29,-8.07
2020-07-01,HT0121-01,HT0117-02,130,-10,0.11,-5.33
2020-07-01,HT0121-01,HT0118-03,780,450,3.44,117.24
2020-07-01,HT0121-01,HT0118-04,310,100,1.91,64.34
2020-07-01,HT0121-01,HT0121-02,280,-170,-0.7,-20.96
2020-07-01,HT0121-01,HT0121-03,170,160,2.04,83.82
2020-07-01,HT0121-01,HT0121-04,170,100,0.57,23.47
2020-07-01,HT0121-01,HT0121-05,130,70,3.69,95.95
2020-07-01,HT0121-01,HT0122-11,480,-40,-0.11,-3.99
2020-07-01,HT0121-01,HT0122-12,80,60,1.97,67.26
2020-07-01,HT0121-01,HT0123-01,130,-170,-0.54,-36.9
2020-07-01,HT0121-01,HT0123-07,250,80,0.93,18.06
2020-07-01,HT0121-01,HT0131-01,100,10,0.64,19.76
2020-07-01,HT0121-01,HT0131-02,370,-140,-1.09,-30.42
2020-07-01,HT0121-01,HT0131-03,230,0,-0.11,1.81
2020-07-01,HT0121-01,HT0141-03,490,180,0.33,23.48
2020-07-01,HT0121-01,HT0142-01,440,470,2.47,97.3
2020-07-01,HT0121-01,HT0151-02,470,0,0,-0.76
2020-07-01,HT0121-01,HT0211-01,180,-70,-0.55,-17.58
2020-07-01,HT0121-01,HT0211-06,110,-120,-0.65,-35.33
2020-07-01,HT0121-01,HT0211-08,70,20,0.18,12.91
2020-07-01,HT0121-01,HT0211-11,70,-80,-1,-36.73
2020-07-01,HT0121-01,HT0214-01,60,60,0.97,34.83
2020-07-01,HT0121-01,HT0214-03,170,130,1.97,84.15
2020-07-01,HT0121-01,HT0221-02,60,160,4.47,99.54
2020-07-01,HT0121-01,HT0311-02,280,80,0.85,21.7
2020-07-01,HT0121-01,HT0311-03,110,-40,-0.42,-18.41
2020-07-01,HT0121-01,HT0321-02,90,90,3.9,140.52
2020-07-01,HT0121-01,HT0351-03,70,50,4.15,124.46
2020-07-01,HT0121-01,HT0361-05,140,-30,-0.21,-14.45
2020-07-01,HT0121-01,HT0371-07,150,110,3.85,110.95
2020-07-01,HT0121-01,HT0372-01,70,40,1.93,51.5
2020-07-01,HT0121-01,HT0511-01,360,70,0.47,7.11
2020-07-01,HT0121-01,HT0511-02,100,-120,-0.87,-31.08
2020-07-01,HT0121-01,HT0521-03,100,80,2.36,42.72
2020-07-01,HT0121-01,HT0521-06,60,70,3.81,102.1
2020-07-01,HT0121-01,HT0523-02,100,-20,-0.37,-7.74
2020-07-01,HT0121-01,HT0531-02,270,330,3.65,109.28
2020-07-01,HT0121-01,HT0531-04,60,100,4.1,92.35
2020-07-01,HT0121-01,HT0531-05,170,190,1.76,67.55
2020-07-01,HT0121-01,HT0531-06,240,0,0.23,-0.07
2020-07-01,HT0121-01,HT0532-02,60,20,0.55,15.85
2020-07-01,HT0121-01,HT0532-05,70,30,1.09,20.38
2020-07-01,HT0121-01,HT0541-01,110,170,4.74,136.74
2020-07-01,HT0121-01,HT0541-03,140,80,1.22,29.06
2020-07-01,HT0121-01,HT0542-01,150,200,3.12,115.22
2020-07-01,HT0121-01,HT0542-03,120,50,0.38,19.15
2020-07-01,HT0121-01,HT0544-01,90,50,0.65,28.66
2020-07-01,HT0121-01,HT0551-03,60,100,2.34,111.46
2020-07-01,HT0121-01,HT0611-01,100,170,3.84,115.34
2020-07-01,HT0121-01,HT0621-04,70,20,0.11,7.24
2020-07-01,HT0121-01,HT0711-01,70,-10,-0.14,-6.89
2020-07-01,HT0121-01,HT0711-04,60,30,1.03,41.61
2020-07-01,HT0121-01,HT0911-01,60,40,1.03,24.54
2020-07-01,HT0121-01,HT0911-03,90,80,0.85,30.18
2020-07-01,HT0121-01,HT1011-01,100,0,0.14,-1.28
2020-07-01,HT0121-02,HT0111-01,570,-210,-1.08,-24.71
2020-07-01,HT0121-02,HT0111-02,140,40,0.53,23.96
2020-07-01,HT0121-02,HT0111-03,370,-70,-0.1,-13.74
2020-07-01,HT0121-02,HT0112-01,350,-200,-1.12,-33.26
2020-07-01,HT0121-02,HT0113-09,120,20,0.2,14.06
2020-07-01,HT0121-02,HT0113-10,450,30,0.43,5.59
2020-07-01,HT0121-02,HT0113-11,220,-140,-0.78,-38.66
2020-07-01,HT0121-02,HT0114-01,70,10,0.4,27.77
2020-07-01,HT0121-02,HT0114-03,130,-70,-0.94,-32.23
2020-07-01,HT0121-02,HT0114-05,390,80,0.25,23.43
2020-07-01,HT0121-02,HT0117-01,300,-30,-0.42,-8.85
2020-07-01,HT0121-02,HT0118-03,320,170,3.86,104.42
2020-07-01,HT0121-02,HT0118-04,120,30,1.49,51.48
2020-07-01,HT0121-02,HT0121-01,370,-50,0.14,-6.02
2020-07-01,HT0121-02,HT0121-03,140,120,2.47,80.87
2020-07-01,HT0121-02,HT0122-11,160,-40,-0.29,-9.97
2020-07-01,HT0121-02,HT0123-07,70,20,0.69,14.7
2020-07-01,HT0121-02,HT0131-02,150,-60,-1.66,-31.47
2020-07-01,HT0121-02,HT0131-03,90,0,-0.3,4.26
2020-07-01,HT0121-02,HT0141-03,230,70,0.13,17.92
2020-07-01,HT0121-02,HT0142-01,190,190,2.43,90.54
2020-07-01,HT0121-02,HT0151-02,160,0,0,-1.92
2020-07-01,HT0121-02,HT0211-01,80,-20,-0.48,-14.75
2020-07-01,HT0121-02,HT0311-02,110,30,0.72,20.56
2020-07-01,HT0121-02,HT0371-07,60,40,3.88,108.14
2020-07-01,HT0121-02,HT0511-01,140,10,0.45,2.53
2020-07-01,HT0121-02,HT0531-02,100,120,3.89,106
2020-07-01,HT0121-02,HT0531-05,60,70,2.14,73.56
2020-07-01,HT0121-02,HT0531-06,90,10,0.22,4.47
2020-07-01,HT0121-02,HT0541-03,60,30,0.85,26.37
2020-07-01,HT0121-02,HT0542-01,60,80,3.29,112.19
2020-07-01,HT0121-03,HT0111-01,150,-50,-1.13,-21.46
2020-07-01,HT0121-03,HT0111-03,100,-20,-0.09,-15.64
2020-07-01,HT0121-03,HT0112-01,90,-50,-0.85,-32.06
2020-07-01,HT0121-03,HT0113-10,120,0,0.54,-2.25
2020-07-01,HT0121-03,HT0113-11,60,-40,-0.5,-38.09
2020-07-01,HT0121-03,HT0114-05,100,30,0.41,31.06
2020-07-01,HT0121-03,HT0117-01,80,-10,-0.34,-9.45
2020-07-01,HT0121-03,HT0118-03,80,50,3.41,109.41
2020-07-01,HT0121-03,HT0121-01,90,-10,0.15,-5.2
2020-07-01,HT0121-03,HT0141-03,60,20,0.37,22.32
2020-07-01,HT0121-04,HT0111-01,220,-60,-0.77,-19.68
2020-07-01,HT0121-04,HT0111-03,140,-20,-0.08,-8.69
2020-07-01,HT0121-04,HT0112-01,140,-50,-0.78,-25.85
2020-07-01,HT0121-04,HT0113-10,170,10,0.69,4.23
2020-07-01,HT0121-04,HT0113-11,80,-40,-0.69,-32.49
2020-07-01,HT0121-04,HT0114-05,160,40,0.41,31.54
2020-07-01,HT0121-04,HT0117-01,120,0,-0.24,-2.78
2020-07-01,HT0121-04,HT0118-03,130,70,4.64,122.24
2020-07-01,HT0121-04,HT0121-01,210,-20,0.19,-3.78
2020-07-01,HT0121-04,HT0122-11,80,0,0,-0.78
2020-07-01,HT0121-04,HT0131-02,60,-20,-1.26,-31.4
2020-07-01,HT0121-04,HT0141-03,70,30,0.57,24.05
2020-07-01,HT0121-04,HT0142-01,70,80,2.42,104.81
2020-07-01,HT0121-04,HT0151-02,70,0,0.11,2.15
2020-07-01,HT0122-01,HT0111-01,170,-30,-0.67,-13.79
2020-07-01,HT0122-01,HT0111-03,100,0,0,-3.95
2020-07-01,HT0122-01,HT0112-01,110,-40,-0.68,-22.63
2020-07-01,HT0122-01,HT0113-10,120,10,0.81,10.57
2020-07-01,HT0122-01,HT0114-05,130,40,0.56,38.42
2020-07-01,HT0122-01,HT0117-01,90,0,-0.19,4.93
2020-07-01,HT0122-01,HT0118-03,100,60,4.86,127.05
2020-07-01,HT0122-01,HT0122-11,220,10,0,2.53
2020-07-01,HT0122-01,HT0151-02,180,0,0.26,9.37
2020-07-01,HT0122-11,HT0111-01,1400,-490,-1.19,-23.53
2020-07-01,HT0122-11,HT0111-02,340,100,0.67,28.46
2020-07-01,HT0122-11,HT0111-03,860,-180,-0.25,-14.98
2020-07-01,HT0122-11,HT0112-01,890,-430,-0.93,-30.12
2020-07-01,HT0122-11,HT0113-09,280,30,0.36,11.68
2020-07-01,HT0122-11,HT0113-10,980,0,0.6,0.17
2020-07-01,HT0122-11,HT0113-11,440,-290,-0.71,-39.21
2020-07-01,HT0122-11,HT0114-01,180,40,0.55,37.23
2020-07-01,HT0122-11,HT0114-03,310,-140,-0.92,-29.1
2020-07-01,HT0122-11,HT0114-05,1040,220,0.29,24.83
2020-07-01,HT0122-11,HT0116-02,60,-20,-0.33,-13.46
2020-07-01,HT0122-11,HT0117-01,730,-60,-0.23,-7.44
2020-07-01,HT0122-11,HT0117-02,130,-10,0.07,-5.81
2020-07-01,HT0122-11,HT0118-03,820,460,3.84,111.88
2020-07-01,HT0122-11,HT0118-04,330,100,1.57,60.08
2020-07-01,HT0122-11,HT0121-01,480,-60,0.14,-5.41
2020-07-01,HT0122-11,HT0121-02,120,-90,-0.88,-23.83
2020-07-01,HT0122-11,HT0121-03,80,70,1.97,79.59
2020-07-01,HT0122-11,HT0121-04,60,30,0.45,16.3
2020-07-01,HT0122-11,HT0122-01,130,-200,-0.38,-42.61
2020-07-01,HT0122-11,HT0122-09,60,50,3.49,103.21
2020-07-01,HT0122-11,HT0122-12,370,310,1.79,66.93
2020-07-01,HT0122-11,HT0123-01,270,-390,-0.5,-38.16
2020-07-01,HT0122-11,HT0123-02,70,10,0.15,2.1
